charger_id,station_id,charger_type,power_kw,connector_type,installation_date,status
476,83,DC Fast,36.73,CCS,2022-11-03,Active
477,84,AC,10.91,Type 2,2022-09-05,Active
478,84,DC Fast,58.63,CHAdeMO,2022-07-26,Active
479,84,AC,18.7,Type 2,2022-07-06,Active
480,84,DC Fast,58.26,CCS,2022-10-12,Active
481,85,DC Fast,71.7,CCS,2022-08-09,Active
482,85,DC Fast,104.37,CCS,2022-09-10,Active
483,85,AC,8.37,Type 2,2022-10-16,Active
484,85,AC,11.48,Type 2,2022-07-24,Offline
485,86,DC Fast,79.51,CCS,2022-08-01,Active
486,86,DC Fast,40.93,CCS,2022-05-31,Active
487,86,DC Fast,63.5,CCS,2022-09-01,Active
488,86,DC Ultra-Fast,165.0,CCS,2022-05-25,Active
489,86,DC Fast,41.59,CHAdeMO,2022-05-06,Active
490,86,DC Fast,45.12,CHAdeMO,2022-07-15,Active
491,87,DC Fast,45.55,CCS,2021-12-11,Active
492,87,DC Fast,43.38,CCS,2022-04-08,Active
493,87,DC Fast,79.56,CCS,2021-11-16,Active
494,87,AC,9.99,Type 2,2022-04-04,Maintenance
495,87,DC Fast,31.76,CHAdeMO,2022-01-24,Active
496,87,DC Fast,60.96,CHAdeMO,2022-02-01,Active
497,88,AC,10.29,Type 2,2021-03-09,Active
498,88,DC Fast,62.17,CCS,2021-04-04,Active
499,88,DC Fast,53.99,CCS,2021-04-20,Active
500,89,DC Fast,105.53,CCS,2022-08-05,Active
501,89,AC,18.07,Type 2,2022-11-19,Active
502,89,DC Fast,115.28,CCS,2022-11-12,Offline
503,89,DC Fast,102.94,CHAdeMO,2022-11-06,Active
504,89,DC Fast,38.12,CCS,2022-11-22,Active
505,89,DC Fast,30.06,CCS,2022-07-24,Active
506,90,DC Ultra-Fast,318.86,CCS,2021-06-02,Active
507,90,DC Fast,112.55,CCS,2021-09-29,Active
508,90,DC Ultra-Fast,224.72,CCS,2021-10-15,Active
509,90,AC,9.05,Type 2,2021-09-06,Active
510,91,DC Fast,45.68,CHAdeMO,2022-04-12,Active
511,91,DC Fast,64.05,CHAdeMO,2022-03-18,Active
512,91,AC,17.53,Type 2,2022-07-09,Active
513,91,DC Fast,112.89,CCS,2022-07-27,Active
514,91,DC Ultra-Fast,178.13,CCS,2022-04-15,Active
515,91,AC,16.54,Type 2,2022-08-04,Active
516,92,DC Fast,53.87,CCS,2022-02-24,Active
517,92,AC,8.62,Type 2,2021-09-12,Active
518,92,DC Fast,117.22,CHAdeMO,2022-01-04,Active
519,92,DC Fast,63.78,CHAdeMO,2022-01-25,Active
520,92,DC Fast,44.64,CCS,2021-09-08,Active
521,93,AC,8.57,Type 2,2022-09-05,Active
522,93,AC,8.13,Type 2,2022-10-18,Active
523,93,DC Fast,73.45,CCS,2022-11-11,Offline
524,93,AC,20.35,Type 2,2022-08-06,Active
525,93,AC,9.85,Type 2,2023-01-09,Active
526,94,AC,12.89,Type 2,2022-11-19,Active
527,94,AC,8.31,Type 2,2022-12-01,Active
528,94,AC,16.57,Type 2,2023-02-09,Active
529,94,AC,12.96,Type 2,2023-03-29,Active
530,95,DC Fast,46.64,CHAdeMO,2021-08-04,Active
531,95,AC,13.6,Type 2,2021-06-28,Active
532,95,DC Fast,43.6,CCS,2021-05-23,Active
533,95,DC Fast,67.26,CCS,2021-09-20,Active
534,95,DC Fast,77.03,CHAdeMO,2021-09-25,Active
535,95,DC Fast,37.11,CCS,2021-09-07,Active
536,95,DC Fast,81.43,CCS,2021-06-01,Offline
537,95,DC Fast,115.42,CCS,2021-06-25,Active
538,96,AC,8.18,Type 2,2022-01-04,Maintenance
539,96,DC Fast,105.07,CHAdeMO,2022-02-03,Active
540,96,DC Ultra-Fast,163.4,CCS,2022-04-05,Active
541,96,AC,11.14,Type 2,2021-11-17,Active
542,97,DC Fast,100.35,CCS,2022-08-08,Active
543,97,DC Fast,82.44,CCS,2022-05-21,Active
544,97,AC,11.29,Type 2,2022-08-07,Active
545,97,DC Fast,81.48,CHAdeMO,2022-05-03,Active
546,97,DC Fast,85.64,CHAdeMO,2022-05-03,Active
547,97,DC Ultra-Fast,288.1,CCS,2022-08-23,Offline
548,97,DC Ultra-Fast,154.05,CCS,2022-07-12,Active
549,98,DC Ultra-Fast,286.97,CCS,2021-05-11,Active
550,98,DC Fast,99.66,CHAdeMO,2021-06-14,Active
551,98,DC Fast,38.04,CHAdeMO,2021-05-31,Active
552,98,DC Fast,73.6,CHAdeMO,2021-04-21,Active
553,98,AC,11.67,Type 2,2021-05-11,Active
554,98,DC Fast,81.18,CCS,2021-05-26,Active
555,99,DC Fast,52.45,CHAdeMO,2021-05-26,Active
556,99,DC Fast,54.66,CHAdeMO,2021-09-20,Active
557,99,DC Ultra-Fast,286.23,CCS,2021-08-17,Active
558,99,DC Fast,116.45,CHAdeMO,2021-10-11,Active
559,100,AC,20.42,Type 2,2022-06-20,Active
560,100,AC,19.81,Type 2,2022-06-04,Active
561,100,DC Fast,54.22,CHAdeMO,2022-08-18,Active
562,100,DC Fast,99.08,CCS,2022-08-08,Active
563,100,DC Fast,84.1,CCS,2022-06-05,Active
564,101,DC Fast,93.84,CHAdeMO,2022-06-02,Active
565,101,DC Ultra-Fast,241.8,CCS,2022-06-13,Active
566,101,DC Fast,86.12,CCS,2022-02-15,Active
567,101,DC Fast,105.9,CHAdeMO,2022-07-07,Active
568,101,DC Fast,56.86,CCS,2022-06-17,Active
569,102,DC Fast,107.53,CHAdeMO,2023-02-03,Active
570,102,DC Ultra-Fast,209.76,CCS,2022-12-30,Active
571,102,DC Ultra-Fast,311.09,CCS,2023-02-05,Active
572,102,AC,7.38,Type 2,2022-11-03,Active
573,102,DC Fast,64.94,CCS,2023-01-16,Active
574,103,DC Fast,60.89,CCS,2022-08-06,Active
575,103,DC Fast,111.59,CHAdeMO,2022-06-21,Active
576,103,AC,16.86,Type 2,2022-04-28,Active
577,103,AC,10.88,Type 2,2022-08-05,Active
578,103,DC Fast,50.0,CCS,2022-05-01,Active
579,103,DC Ultra-Fast,224.34,CCS,2022-06-10,Active
580,103,DC Fast,107.98,CCS,2022-06-12,Active
581,104,AC,17.21,Type 2,2023-04-07,Active
582,104,DC Ultra-Fast,177.47,CCS,2023-03-20,Active
583,104,DC Fast,111.6,CHAdeMO,2023-01-28,Active
584,104,DC Fast,100.1,CHAdeMO,2023-03-18,Active
585,104,AC,16.52,Type 2,2023-04-17,Active
586,104,DC Fast,45.17,CCS,2023-04-27,Active
587,104,DC Fast,41.65,CHAdeMO,2023-06-03,Active
588,105,DC Ultra-Fast,226.66,CCS,2023-02-04,Active
589,105,DC Fast,31.27,CHAdeMO,2023-02-03,Active
590,105,DC Fast,86.4,CCS,2022-11-17,Active
591,105,AC,8.93,Type 2,2023-01-27,Active
592,105,AC,19.36,Type 2,2022-12-04,Active
593,105,DC Fast,77.17,CHAdeMO,2023-03-15,Maintenance
594,106,DC Ultra-Fast,248.04,CCS,2021-09-12,Offline
595,106,DC Ultra-Fast,230.68,CCS,2021-09-27,Active
596,106,AC,18.01,Type 2,2021-09-01,Active
597,106,DC Fast,33.36,CHAdeMO,2021-12-15,Active
598,106,DC Fast,34.32,CCS,2022-01-15,Active
599,107,DC Fast,67.51,CHAdeMO,2022-11-23,Active
600,107,DC Fast,43.78,CCS,2023-01-08,Active
601,107,AC,14.8,Type 2,2023-02-07,Active
602,108,DC Fast,85.59,CHAdeMO,2022-04-14,Active
603,108,DC Fast,84.81,CHAdeMO,2022-07-27,Maintenance
604,108,DC Fast,66.88,CCS,2022-03-26,Active
605,109,DC Fast,73.26,CCS,2021-01-11,Active
606,109,AC,8.66,Type 2,2021-02-18,Offline
607,109,DC Fast,36.75,CCS,2021-03-17,Active
608,109,DC Fast,117.96,CHAdeMO,2021-05-09,Active
609,110,DC Ultra-Fast,320.45,CCS,2021-12-29,Active
610,110,DC Fast,38.55,CCS,2021-07-11,Active
611,110,DC Fast,45.35,CHAdeMO,2021-10-29,Offline
612,110,AC,18.0,Type 2,2021-10-04,Active
613,111,DC Fast,71.09,CHAdeMO,2022-08-24,Active
614,111,DC Fast,88.4,CCS,2022-03-29,Active
615,111,DC Fast,118.34,CCS,2022-03-27,Active
616,111,DC Fast,102.2,CHAdeMO,2022-04-16,Active
617,111,DC Fast,85.02,CCS,2022-07-02,Offline
618,111,AC,13.17,Type 2,2022-03-17,Active
619,112,AC,20.02,Type 2,2023-02-04,Active
620,112,DC Fast,91.94,CCS,2022-12-05,Active
621,112,AC,12.19,Type 2,2022-09-24,Active
622,112,DC Fast,118.9,CCS,2022-08-19,Active
623,112,AC,19.73,Type 2,2022-09-28,Active
624,113,AC,11.96,Type 2,2021-06-26,Active
625,113,DC Fast,64.08,CCS,2021-07-04,Active
626,113,DC Fast,70.33,CHAdeMO,2021-10-06,Active
627,113,DC Ultra-Fast,299.05,CCS,2021-07-10,Active
628,113,AC,15.24,Type 2,2021-11-15,Offline
629,113,DC Fast,110.11,CCS,2021-11-28,Active
630,114,DC Fast,34.88,CCS,2021-08-16,Active
631,114,DC Fast,84.0,CHAdeMO,2021-08-15,Active
632,114,DC Fast,49.96,CHAdeMO,2021-07-21,Active
633,114,DC Ultra-Fast,208.4,CCS,2021-10-18,Active
634,114,DC Ultra-Fast,248.48,CCS,2021-05-19,Active
635,115,AC,20.95,Type 2,2022-08-01,Active
636,115,DC Fast,94.51,CCS,2022-09-21,Active
637,115,DC Fast,90.49,CCS,2022-09-30,Active
638,115,DC Fast,75.38,CHAdeMO,2022-06-08,Active
639,116,DC Fast,68.95,CHAdeMO,2021-12-10,Active
640,116,DC Ultra-Fast,288.36,CCS,2021-09-03,Active
641,116,DC Fast,84.55,CHAdeMO,2021-12-09,Active
642,117,DC Ultra-Fast,333.18,CCS,2022-12-08,Active
643,117,AC,11.41,Type 2,2022-11-03,Active
644,117,DC Fast,97.36,CHAdeMO,2023-03-27,Active
645,117,AC,18.05,Type 2,2022-11-19,Active
646,117,DC Fast,91.8,CCS,2023-03-14,Maintenance
647,117,AC,15.14,Type 2,2022-10-28,Active
648,118,DC Fast,81.36,CHAdeMO,2023-05-08,Active
649,118,DC Fast,55.73,CHAdeMO,2022-11-20,Active
650,118,AC,9.18,Type 2,2023-01-07,Active
651,118,DC Fast,118.52,CHAdeMO,2022-12-24,Active
652,118,DC Fast,56.56,CCS,2023-02-16,Active
653,118,AC,20.02,Type 2,2023-05-01,Active
654,118,AC,18.76,Type 2,2023-05-13,Active
655,119,DC Fast,116.1,CHAdeMO,2021-08-08,Active
656,119,DC Fast,48.28,CHAdeMO,2021-05-16,Active
657,119,DC Fast,88.29,CCS,2021-05-08,Active
658,119,AC,17.24,Type 2,2021-05-03,Active
659,119,AC,7.61,Type 2,2021-08-09,Active
660,119,AC,19.69,Type 2,2021-06-12,Active
661,120,AC,20.93,Type 2,2022-03-15,Active
662,120,DC Fast,74.15,CHAdeMO,2021-10-24,Active
663,120,AC,10.3,Type 2,2022-02-16,Active
664,120,DC Fast,67.43,CHAdeMO,2021-10-29,Active
665,121,DC Fast,59.8,CHAdeMO,2021-07-31,Offline
666,121,DC Fast,72.74,CCS,2021-07-05,Active
667,121,DC Fast,111.4,CCS,2021-06-16,Active
668,121,AC,20.74,Type 2,2021-09-12,Active
669,122,AC,20.67,Type 2,2021-06-04,Active
670,122,DC Fast,33.95,CCS,2021-04-16,Active
671,122,DC Ultra-Fast,183.48,CCS,2021-07-03,Active
672,122,DC Fast,99.62,CHAdeMO,2021-02-19,Active
673,122,DC Fast,109.08,CHAdeMO,2021-07-08,Active
674,122,AC,17.29,Type 2,2021-05-21,Active
675,122,AC,8.1,Type 2,2021-03-29,Active
676,122,DC Fast,50.49,CHAdeMO,2021-05-08,Active
677,123,DC Fast,58.48,CHAdeMO,2023-05-17,Active
678,123,AC,17.8,Type 2,2023-04-24,Active
679,123,DC Fast,62.19,CCS,2023-02-08,Active
680,123,AC,8.3,Type 2,2023-03-03,Active
681,123,DC Fast,72.66,CCS,2022-12-30,Active
682,123,DC Fast,106.45,CHAdeMO,2023-05-07,Active
683,123,DC Fast,112.28,CHAdeMO,2022-11-28,Active
684,123,DC Fast,41.09,CCS,2023-04-21,Active
685,124,DC Fast,37.66,CCS,2021-09-11,Active
686,124,DC Ultra-Fast,320.29,CCS,2021-07-26,Active
687,124,DC Fast,52.75,CCS,2021-07-31,Active
688,124,DC Fast,34.89,CHAdeMO,2021-11-27,Active
689,124,AC,8.01,Type 2,2021-08-04,Active
690,124,DC Fast,59.78,CCS,2021-12-03,Active
691,124,AC,16.29,Type 2,2021-09-04,Active
692,125,DC Fast,57.51,CCS,2023-04-13,Active
693,125,DC Fast,116.28,CCS,2022-11-21,Active
694,125,DC Fast,94.1,CHAdeMO,2023-01-29,Active
695,125,AC,17.99,Type 2,2023-03-18,Active
696,125,DC Fast,73.83,CCS,2023-01-03,Active
697,126,DC Fast,107.28,CCS,2022-05-17,Active
698,126,DC Fast,86.4,CCS,2022-01-04,Active
699,126,DC Fast,103.14,CHAdeMO,2022-05-31,Active
700,127,DC Fast,78.91,CHAdeMO,2021-08-04,Active
701,127,DC Fast,50.1,CHAdeMO,2021-03-24,Active
702,127,DC Fast,65.71,CCS,2021-08-06,Active
703,128,DC Fast,98.15,CCS,2021-07-29,Active
704,128,DC Fast,80.92,CCS,2021-08-07,Offline
705,128,AC,18.42,Type 2,2021-04-22,Active
706,128,AC,17.03,Type 2,2021-07-14,Active
707,128,DC Fast,34.18,CHAdeMO,2021-05-02,Active
708,128,DC Fast,104.67,CHAdeMO,2021-09-01,Active
709,128,AC,16.81,Type 2,2021-09-03,Active
710,129,DC Fast,63.87,CCS,2022-11-28,Active
711,129,DC Fast,61.05,CHAdeMO,2022-12-20,Active
712,129,DC Ultra-Fast,237.98,CCS,2022-08-07,Active
713,130,AC,9.8,Type 2,2022-04-08,Active
714,130,AC,10.46,Type 2,2021-12-04,Active
715,130,DC Fast,48.96,CCS,2022-04-19,Active
716,130,AC,7.65,Type 2,2021-12-09,Active
717,130,AC,15.58,Type 2,2021-12-17,Active
718,131,DC Fast,66.49,CCS,2022-04-24,Active
719,131,DC Ultra-Fast,193.32,CCS,2022-03-09,Active
720,131,DC Fast,84.08,CCS,2022-04-14,Active
721,131,AC,17.86,Type 2,2022-03-02,Active
722,132,AC,12.78,Type 2,2022-04-07,Active
723,132,DC Ultra-Fast,250.87,CCS,2022-05-11,Active
724,132,AC,20.52,Type 2,2022-08-17,Active
725,133,AC,16.89,Type 2,2023-03-05,Active
726,133,DC Fast,63.33,CCS,2023-03-10,Active
727,133,AC,19.03,Type 2,2022-12-11,Active
728,134,DC Ultra-Fast,317.44,CCS,2021-12-24,Active
729,134,DC Fast,50.93,CCS,2021-11-18,Active
730,134,DC Fast,53.2,CCS,2021-09-08,Active
731,134,AC,7.11,Type 2,2022-03-02,Active
732,134,DC Fast,39.59,CHAdeMO,2022-02-20,Active
733,134,AC,15.04,Type 2,2022-02-10,Active
734,134,DC Fast,97.95,CHAdeMO,2022-01-26,Active
735,134,DC Fast,63.32,CHAdeMO,2021-11-10,Maintenance
736,135,AC,17.58,Type 2,2022-06-25,Active
737,135,AC,18.75,Type 2,2022-02-02,Active
738,135,DC Fast,60.46,CCS,2022-02-18,Active
739,135,DC Fast,102.39,CCS,2022-05-08,Offline
740,135,DC Fast,35.77,CCS,2022-04-12,Active
741,135,AC,12.76,Type 2,2022-06-14,Active
742,135,AC,21.45,Type 2,2022-02-21,Active
743,136,AC,19.76,Type 2,2022-07-06,Active
744,136,DC Fast,76.42,CCS,2022-10-22,Active
745,136,AC,10.59,Type 2,2022-06-27,Active
746,136,AC,12.99,Type 2,2022-08-29,Active
747,136,DC Fast,96.32,CCS,2022-06-10,Active
748,136,DC Fast,80.32,CHAdeMO,2022-08-14,Offline
749,137,AC,21.45,Type 2,2022-03-02,Active
750,137,AC,13.11,Type 2,2022-04-11,Active
751,137,AC,21.21,Type 2,2022-04-05,Active
752,137,DC Fast,92.48,CHAdeMO,2022-04-12,Active
753,137,AC,12.09,Type 2,2022-05-12,Active
754,138,DC Ultra-Fast,246.39,CCS,2022-04-08,Active
755,138,DC Fast,49.83,CCS,2022-06-10,Active
756,138,DC Fast,78.21,CHAdeMO,2022-05-24,Active
757,138,DC Fast,97.39,CHAdeMO,2022-04-10,Active
758,138,AC,11.71,Type 2,2022-08-15,Active
759,138,DC Ultra-Fast,286.62,CCS,2022-07-27,Active
760,138,AC,10.63,Type 2,2022-05-13,Active
761,139,DC Fast,62.04,CCS,2021-12-18,Offline
762,139,DC Fast,89.71,CCS,2022-04-05,Offline
763,139,DC Fast,63.41,CHAdeMO,2022-03-24,Active
764,139,DC Ultra-Fast,264.9,CCS,2022-03-23,Active
765,140,AC,10.33,Type 2,2022-02-09,Active
766,140,DC Fast,114.57,CCS,2022-06-04,Active
767,140,DC Ultra-Fast,305.18,CCS,2022-02-26,Active
768,140,DC Fast,92.03,CCS,2022-07-18,Active
769,140,DC Fast,59.29,CHAdeMO,2022-03-15,Active
770,140,AC,14.07,Type 2,2022-04-30,Active
771,140,DC Fast,67.72,CHAdeMO,2022-04-30,Active
772,141,DC Fast,81.43,CCS,2022-05-04,Active
773,141,DC Fast,79.98,CHAdeMO,2022-05-29,Active
774,141,DC Ultra-Fast,179.91,CCS,2022-05-24,Active
775,141,AC,20.4,Type 2,2022-08-11,Active
776,141,DC Fast,81.11,CHAdeMO,2022-05-04,Active
777,142,AC,10.81,Type 2,2023-03-18,Active
778,142,AC,12.4,Type 2,2023-02-19,Active
779,142,AC,20.01,Type 2,2023-04-19,Active
780,143,DC Fast,118.14,CHAdeMO,2022-04-13,Active
781,143,DC Fast,99.73,CHAdeMO,2022-02-02,Active
782,143,AC,16.48,Type 2,2022-02-24,Active
783,143,DC Ultra-Fast,234.36,CCS,2022-01-31,Active
784,143,AC,11.7,Type 2,2022-03-22,Active
785,143,DC Fast,109.89,CHAdeMO,2022-06-12,Active
786,143,DC Fast,45.06,CCS,2022-02-14,Active
787,143,DC Fast,114.64,CCS,2022-03-07,Active
788,144,AC,21.05,Type 2,2022-03-01,Active
789,144,DC Fast,77.16,CCS,2021-11-07,Active
790,144,AC,16.82,Type 2,2021-12-30,Active
791,145,AC,16.4,Type 2,2022-04-16,Active
792,145,AC,16.95,Type 2,2022-04-03,Active
793,145,DC Ultra-Fast,336.97,CCS,2022-01-06,Offline
794,145,DC Fast,45.93,CHAdeMO,2022-05-13,Active
795,145,DC Ultra-Fast,237.0,CCS,2022-03-01,Active
796,145,AC,8.34,Type 2,2022-03-06,Active
797,145,AC,7.16,Type 2,2022-03-01,Active
798,145,DC Fast,91.9,CHAdeMO,2022-04-04,Active
799,146,DC Fast,83.73,CCS,2022-09-03,Active
800,146,DC Fast,80.45,CHAdeMO,2022-06-18,Active
801,146,DC Fast,65.08,CHAdeMO,2022-06-11,Active
802,146,DC Fast,51.56,CHAdeMO,2022-06-27,Active
803,146,DC Fast,54.19,CCS,2022-05-03,Active
804,146,AC,16.55,Type 2,2022-06-24,Active
805,147,AC,7.29,Type 2,2023-05-16,Active
806,147,DC Ultra-Fast,206.42,CCS,2023-04-22,Active
807,147,AC,9.26,Type 2,2023-02-24,Active
808,147,AC,18.99,Type 2,2023-04-28,Active
809,147,AC,8.2,Type 2,2023-01-14,Active
810,147,DC Fast,78.89,CCS,2023-02-18,Active
811,148,DC Fast,104.54,CCS,2021-04-01,Active
812,148,DC Ultra-Fast,199.43,CCS,2021-03-19,Active
813,148,DC Fast,76.9,CCS,2021-05-29,Active
814,148,DC Ultra-Fast,337.24,CCS,2021-07-08,Active
815,148,DC Fast,79.46,CCS,2021-04-02,Active
816,149,AC,20.31,Type 2,2022-07-12,Active
817,149,DC Fast,31.36,CHAdeMO,2022-11-10,Active
818,149,DC Fast,30.8,CCS,2022-11-09,Active
819,149,DC Fast,83.66,CHAdeMO,2022-07-06,Active
820,149,DC Fast,91.74,CHAdeMO,2022-11-21,Active
821,150,DC Fast,93.12,CCS,2021-03-24,Active
822,150,AC,15.38,Type 2,2021-06-12,Active
823,150,AC,12.67,Type 2,2021-04-25,Active
824,150,DC Fast,69.38,CHAdeMO,2021-07-08,Active
825,150,AC,9.8,Type 2,2021-05-13,Active
826,151,DC Ultra-Fast,269.74,CCS,2022-03-03,Active
827,151,DC Fast,103.75,CHAdeMO,2022-06-10,Active
828,151,DC Fast,64.11,CCS,2022-02-18,Active
829,151,DC Fast,85.82,CHAdeMO,2022-03-02,Active
830,151,DC Fast,64.87,CHAdeMO,2022-07-05,Active
831,152,AC,16.61,Type 2,2022-03-24,Active
832,152,AC,19.53,Type 2,2022-04-14,Active
833,152,AC,14.28,Type 2,2022-03-08,Active
834,152,DC Fast,89.21,CHAdeMO,2022-03-12,Active
835,152,DC Fast,36.38,CCS,2022-08-14,Active
836,153,DC Fast,87.5,CHAdeMO,2022-06-23,Active
837,153,DC Ultra-Fast,314.41,CCS,2022-07-08,Active
838,153,AC,8.06,Type 2,2022-02-20,Offline
839,154,AC,17.88,Type 2,2021-07-31,Active
840,154,DC Fast,81.3,CCS,2021-11-02,Active
841,154,DC Fast,39.5,CHAdeMO,2021-12-02,Active
842,154,DC Fast,109.45,CCS,2021-07-29,Active
843,154,DC Fast,89.18,CHAdeMO,2021-09-11,Active
844,154,DC Fast,119.72,CHAdeMO,2021-09-26,Active
845,154,DC Fast,95.33,CCS,2021-11-04,Active
846,155,DC Fast,113.35,CHAdeMO,2021-05-23,Offline
847,155,DC Fast,65.74,CCS,2021-05-03,Active
848,155,DC Fast,119.41,CHAdeMO,2021-02-21,Active
849,155,AC,19.84,Type 2,2021-08-15,Active
850,155,DC Ultra-Fast,252.25,CCS,2021-03-16,Active
851,155,DC Fast,42.46,CHAdeMO,2021-07-19,Active
852,156,DC Fast,38.27,CHAdeMO,2022-11-29,Active
853,156,DC Fast,95.12,CHAdeMO,2022-08-20,Active
854,156,DC Ultra-Fast,290.57,CCS,2022-12-06,Active
855,156,AC,19.13,Type 2,2022-07-27,Active
856,156,DC Ultra-Fast,216.88,CCS,2022-10-21,Offline
857,157,DC Ultra-Fast,195.34,CCS,2022-04-23,Active
858,157,DC Fast,57.43,CCS,2022-02-01,Active
859,157,AC,14.54,Type 2,2021-12-21,Active
860,158,DC Ultra-Fast,344.21,CCS,2022-04-21,Active
861,158,DC Fast,43.32,CHAdeMO,2022-03-17,Active
862,158,DC Fast,79.33,CHAdeMO,2022-03-17,Active
863,158,DC Fast,92.81,CCS,2022-06-27,Active
864,158,DC Fast,88.7,CCS,2022-07-17,Active
865,158,DC Fast,52.16,CCS,2022-05-03,Active
866,158,AC,20.86,Type 2,2022-03-24,Active
867,158,DC Fast,61.35,CHAdeMO,2022-05-23,Active
868,159,DC Fast,45.23,CHAdeMO,2021-10-22,Active
869,159,DC Fast,86.09,CHAdeMO,2021-05-29,Offline
870,159,AC,17.28,Type 2,2021-06-08,Active
871,160,AC,16.32,Type 2,2021-11-24,Active
872,160,DC Fast,40.02,CHAdeMO,2022-01-10,Active
873,160,AC,15.07,Type 2,2022-01-29,Active
874,161,DC Fast,86.07,CCS,2022-11-21,Active
875,161,AC,15.75,Type 2,2022-08-01,Active
876,161,AC,18.84,Type 2,2022-06-10,Active
877,161,DC Ultra-Fast,163.32,CCS,2022-11-13,Active
878,161,DC Fast,107.79,CCS,2022-08-10,Active
879,162,DC Fast,118.18,CCS,2021-05-17,Active
880,162,DC Fast,37.92,CCS,2021-07-04,Offline
881,162,DC Fast,94.12,CCS,2021-04-30,Offline
882,162,AC,14.35,Type 2,2021-03-02,Active
883,162,DC Fast,86.27,CCS,2021-07-04,Active
884,162,AC,10.87,Type 2,2021-03-05,Offline
885,162,DC Ultra-Fast,195.12,CCS,2021-06-06,Active
886,162,AC,12.73,Type 2,2021-06-12,Active
887,163,DC Fast,58.11,CHAdeMO,2021-06-15,Active
888,163,AC,9.08,Type 2,2021-03-28,Active
889,163,DC Fast,77.14,CCS,2021-06-11,Maintenance
890,163,DC Ultra-Fast,179.03,CCS,2021-05-13,Active
891,164,DC Ultra-Fast,173.68,CCS,2022-06-12,Active
892,164,DC Fast,109.21,CHAdeMO,2022-08-19,Active
893,164,DC Fast,103.95,CHAdeMO,2022-06-13,Active
894,164,AC,9.77,Type 2,2022-10-08,Active
895,164,AC,10.48,Type 2,2022-08-05,Active
896,164,DC Fast,42.07,CHAdeMO,2022-10-19,Active
897,164,DC Ultra-Fast,248.29,CCS,2022-06-16,Active
898,165,DC Fast,117.19,CHAdeMO,2022-09-25,Active
899,165,DC Fast,48.26,CCS,2022-06-28,Active
900,165,DC Ultra-Fast,237.86,CCS,2022-12-05,Active
901,166,DC Ultra-Fast,235.51,CCS,2022-09-28,Active
902,166,DC Fast,58.16,CCS,2022-09-06,Active
903,166,DC Fast,109.0,CCS,2022-09-05,Active
904,166,DC Ultra-Fast,157.85,CCS,2022-09-05,Active
905,166,DC Ultra-Fast,187.97,CCS,2022-08-05,Active
906,166,DC Fast,55.73,CCS,2022-08-12,Active
907,167,DC Fast,111.33,CHAdeMO,2023-04-02,Active
908,167,DC Fast,40.19,CCS,2023-01-27,Active
909,167,DC Fast,46.1,CCS,2023-02-12,Active
910,168,DC Fast,111.64,CCS,2021-06-22,Active
911,168,DC Fast,87.07,CCS,2021-10-03,Active
912,168,DC Fast,117.77,CCS,2021-08-26,Active
913,168,AC,9.56,Type 2,2021-10-13,Active
914,168,DC Ultra-Fast,182.42,CCS,2021-07-06,Active
915,169,DC Fast,57.86,CHAdeMO,2022-02-15,Active
916,169,AC,8.97,Type 2,2021-12-04,Active
917,169,AC,13.88,Type 2,2022-04-22,Active
918,170,DC Ultra-Fast,197.58,CCS,2022-11-27,Active
919,170,AC,16.0,Type 2,2022-12-21,Active
920,170,DC Fast,103.81,CCS,2022-08-15,Active
921,170,AC,12.24,Type 2,2022-08-11,Active
922,170,DC Fast,56.86,CCS,2022-08-15,Active
923,170,DC Ultra-Fast,182.27,CCS,2023-01-06,Active
924,170,DC Fast,81.51,CCS,2022-11-27,Active
925,171,DC Ultra-Fast,168.63,CCS,2022-12-05,Active
926,171,DC Fast,36.09,CHAdeMO,2023-02-01,Active
927,171,DC Fast,40.98,CHAdeMO,2022-12-07,Active
928,171,DC Fast,92.62,CCS,2022-10-11,Active
929,171,DC Ultra-Fast,255.79,CCS,2023-01-15,Active
930,172,DC Ultra-Fast,347.26,CCS,2021-05-08,Active
931,172,AC,14.88,Type 2,2021-02-21,Active
932,172,DC Fast,95.63,CHAdeMO,2021-05-25,Active
933,172,DC Ultra-Fast,196.54,CCS,2021-03-09,Active
934,172,AC,16.38,Type 2,2021-03-13,Active
935,172,DC Ultra-Fast,232.81,CCS,2021-04-18,Active
936,172,DC Fast,31.02,CCS,2021-07-14,Active
937,173,AC,14.6,Type 2,2021-06-11,Active
938,173,AC,12.94,Type 2,2021-07-24,Active
939,173,DC Fast,113.01,CHAdeMO,2021-10-09,Active
940,174,AC,9.33,Type 2,2022-02-05,Active
941,174,DC Fast,103.27,CCS,2022-02-01,Active
942,174,DC Fast,58.4,CCS,2021-11-13,Active
943,174,AC,20.74,Type 2,2021-10-07,Offline
944,174,AC,7.47,Type 2,2022-02-28,Active
945,174,AC,16.09,Type 2,2022-02-20,Active
946,174,DC Fast,57.75,CHAdeMO,2021-09-29,Active
947,174,AC,20.16,Type 2,2022-01-14,Active
948,175,AC,11.53,Type 2,2021-05-23,Active
949,175,DC Fast,112.2,CHAdeMO,2021-06-26,Active
950,175,DC Fast,75.0,CCS,2021-05-15,Offline
951,175,DC Fast,77.13,CHAdeMO,2021-03-25,Active
952,175,AC,21.73,Type 2,2021-04-10,Active
953,176,DC Fast,107.83,CCS,2021-05-03,Active
