maintenance_id,charger_id,issue_type,reported_date,resolved_date,downtime_hours,maintenance_cost,status
326,272,Connector,2024-11-19,2024-11-20 16:42:36,40.71,511.79,Resolved
327,272,Software,2024-04-15,2024-04-15 09:27:00,9.45,8346.12,Resolved
328,273,Software,2024-12-01,2024-12-02 16:38:24,40.64,6079.43,Resolved
329,273,Software,2024-07-21,2024-07-21 11:46:48,11.78,1891.58,Resolved
330,274,Software,2023-12-30,2023-12-31 20:47:24,44.79,6618.94,Resolved
331,274,Cooling System,2024-06-19,2024-06-20 23:55:48,47.93,9154.92,Resolved
332,275,Cooling System,2025-11-20,2025-11-22 13:34:12,61.57,12858.43,Resolved
333,275,Hardware,2023-03-07,2023-03-09 11:47:24,59.79,13473.25,Resolved
334,276,Power Supply,2024-04-29,2024-05-01 01:17:24,49.29,3777.47,Resolved
335,277,Software,2023-08-19,2023-08-21 07:21:00,55.35,3495.52,Resolved
336,277,Cooling System,2025-01-22,2025-01-24 16:28:48,64.48,5904.29,Resolved
337,278,Connector,2025-06-23,2025-06-25 12:50:24,60.84,14817.89,Resolved
338,278,Power Supply,2024-06-27,2024-06-29 07:51:00,55.85,14728.92,Resolved
339,278,Connector,2023-11-16,2023-11-18 19:50:24,67.84,8167.61,Resolved
340,281,Software,2025-11-04,2025-11-04 03:06:36,3.11,5018.5,Resolved
341,281,Connector,2024-08-03,2024-08-05 13:14:24,61.24,6053.05,Resolved
342,284,Hardware,2023-11-06,2023-11-06 08:45:36,8.76,12938.0,Resolved
343,285,Software,2024-03-24,2024-03-25 11:07:12,35.12,12122.93,Resolved
344,285,Connector,2025-12-14,2025-12-15 22:05:24,46.09,9764.52,Resolved
345,285,Connector,2025-03-22,2025-03-23 17:40:48,41.68,11578.65,Resolved
346,285,Cooling System,2025-07-13,2025-07-15 05:13:12,53.22,1054.28,Resolved
347,286,Connector,2024-05-24,2024-05-24 16:19:12,16.32,8006.02,Resolved
348,286,Connector,2024-10-04,2024-10-06 05:02:24,53.04,7647.66,Resolved
349,286,Connector,2025-02-18,2025-02-20 05:12:00,53.2,2812.49,Resolved
350,286,Power Supply,2024-10-17,2024-10-18 05:39:00,29.65,7175.99,Resolved
351,287,Cooling System,2023-01-06,2023-01-07 14:06:36,38.11,14011.64,Resolved
352,290,Cooling System,2025-08-02,2025-08-04 16:13:12,64.22,9565.22,Resolved
353,290,Cooling System,2024-05-13,2024-05-14 17:47:24,41.79,872.3,Resolved
354,291,Power Supply,2024-12-19,2024-12-20 15:08:24,39.14,9532.86,Resolved
355,291,Power Supply,2025-10-13,2025-10-14 06:43:48,30.73,9983.94,Resolved
356,292,Hardware,2024-12-13,2024-12-14 03:42:36,27.71,13198.75,Resolved
357,292,Hardware,2023-06-04,2023-06-05 16:35:24,40.59,5532.16,Resolved
358,293,Cooling System,2023-08-10,2023-08-12 23:07:48,71.13,10583.37,Resolved
359,294,Hardware,2025-10-01,2025-10-03 10:58:12,58.97,10804.84,Resolved
360,294,Connector,2023-08-30,2023-08-30 08:21:36,8.36,9874.62,Resolved
361,295,Connector,2025-01-12,2025-01-13 14:27:36,38.46,6547.11,Resolved
362,295,Hardware,2023-01-08,2023-01-10 05:19:12,53.32,12059.05,Resolved
363,296,Hardware,2025-10-20,2025-10-22 22:33:36,70.56,12100.4,Resolved
364,297,Software,2025-01-13,2025-01-14 18:14:24,42.24,13042.46,Resolved
365,297,Hardware,2025-07-23,2025-07-25 20:27:36,68.46,13962.54,Resolved
366,297,Software,2023-05-11,2023-05-11 18:02:24,18.04,3121.2,Resolved
367,297,Power Supply,2025-12-12,2025-12-13 07:14:24,31.24,12298.21,Resolved
368,298,Connector,2024-06-14,2024-06-15 01:08:24,25.14,10343.81,Resolved
369,298,Power Supply,2023-08-07,2023-08-09 00:40:48,48.68,14248.97,Resolved
370,298,Software,2025-10-11,2025-10-11 19:34:48,19.58,6229.48,Resolved
371,299,Power Supply,2023-02-27,2023-02-27 11:09:36,11.16,2689.81,Resolved
372,301,Software,2025-05-21,2025-05-21 14:18:36,14.31,8770.36,Resolved
373,301,Cooling System,2025-05-04,2025-05-05 22:47:24,46.79,3360.11,Resolved
374,301,Connector,2023-08-20,2023-08-20 11:20:24,11.34,8763.19,Resolved
375,302,Hardware,2024-06-10,2024-06-12 09:23:24,57.39,7254.87,Resolved
376,302,Power Supply,2024-01-18,2024-01-20 01:11:24,49.19,6853.81,Resolved
377,302,Cooling System,2025-06-30,2025-06-30 08:51:36,8.86,11308.99,Resolved
378,304,Software,2023-03-12,2023-03-13 14:06:00,38.1,10550.47,Resolved
379,308,Hardware,2024-12-16,2024-12-16 05:53:24,5.89,1852.34,Resolved
380,308,Connector,2024-12-16,2024-12-18 02:24:00,50.4,12457.89,Resolved
381,311,Software,2024-06-28,2024-06-29 14:57:36,38.96,5918.02,Resolved
382,311,Connector,2025-05-01,2025-05-02 23:58:48,47.98,5333.15,Resolved
383,312,Power Supply,2024-03-06,2024-03-07 07:49:12,31.82,609.79,Resolved
384,312,Software,2024-10-12,2024-10-12 15:14:24,15.24,9464.63,Resolved
385,312,Connector,2025-03-31,2025-04-01 08:07:48,32.13,6224.55,Resolved
386,313,Software,2023-09-21,2023-09-23 06:37:12,54.62,11225.45,Resolved
387,314,Connector,2024-05-03,2024-05-03 17:56:24,17.94,9572.01,Resolved
388,315,Hardware,2024-02-16,2024-02-16 23:21:36,23.36,2715.51,Resolved
389,315,Connector,2024-08-17,2024-08-19 05:54:00,53.9,11901.22,Resolved
390,315,Power Supply,2023-10-02,2023-10-02 17:17:24,17.29,9228.3,Resolved
391,315,Connector,2024-10-03,2024-10-05 18:07:12,66.12,13989.94,Resolved
392,316,Software,2024-07-28,2024-07-28 06:14:24,6.24,7303.98,Resolved
393,317,Cooling System,2024-02-23,2024-02-23 14:39:00,14.65,1956.89,Resolved
394,317,Hardware,2023-06-22,2023-06-23 12:04:12,36.07,831.44,Resolved
395,317,Software,2024-05-08,2024-05-10 11:52:48,59.88,5278.96,Resolved
396,319,Cooling System,2023-01-26,2023-01-27 06:39:00,30.65,2887.92,Resolved
397,319,Cooling System,2023-10-16,2023-10-18 17:59:24,65.99,7364.39,Resolved
398,320,Connector,2024-11-15,2024-11-17 11:30:00,59.5,6451.95,Resolved
399,323,Hardware,2025-11-04,2025-11-05 11:00:00,35.0,4573.1,Resolved
400,323,Hardware,2024-04-27,2024-04-27 23:07:12,23.12,2306.38,Resolved
401,325,Hardware,2023-12-12,2023-12-13 21:45:00,45.75,14930.71,Resolved
402,325,Software,2024-09-12,2024-09-12 23:35:24,23.59,5448.06,Resolved
403,325,Cooling System,2023-08-15,2023-08-17 11:23:24,59.39,12577.79,Resolved
404,325,Connector,2025-12-28,2025-12-29 09:32:24,33.54,4912.32,Resolved
405,326,Cooling System,2024-09-06,2024-09-06 10:40:48,10.68,8353.96,Resolved
406,327,Connector,2023-02-22,2023-02-22 11:40:12,11.67,10835.0,Resolved
407,327,Power Supply,2024-03-06,2024-03-06 05:30:36,5.51,12007.51,Resolved
408,329,Cooling System,2025-01-04,2025-01-04 13:05:24,13.09,12402.28,Resolved
409,331,Hardware,2024-09-22,2024-09-22 08:03:36,8.06,12786.08,Resolved
410,332,Software,2024-07-20,2024-07-21 10:48:36,34.81,11187.47,Resolved
411,332,Cooling System,2023-09-29,2023-09-30 08:13:12,32.22,10921.32,Resolved
412,333,Hardware,2023-12-13,2023-12-13 04:58:48,4.98,6629.99,Resolved
413,333,Power Supply,2025-07-02,2025-07-03 18:47:24,42.79,11210.98,Resolved
414,335,Hardware,2024-07-04,2024-07-04 23:21:36,23.36,7551.91,Resolved
415,335,Cooling System,2025-04-07,2025-04-09 13:53:24,61.89,4951.86,Resolved
416,335,Hardware,2024-03-03,2024-03-04 14:46:48,38.78,11167.41,Resolved
417,337,Software,2025-07-18,2025-07-18 08:12:36,8.21,12803.01,Resolved
418,338,Connector,2025-01-10,2025-01-10 09:22:48,9.38,4381.11,Resolved
419,338,Hardware,2023-09-05,2023-09-07 15:31:12,63.52,6593.11,Resolved
420,338,Cooling System,2024-12-21,2024-12-23 20:03:36,68.06,2814.51,Resolved
421,339,Hardware,2023-06-13,2023-06-15 08:12:36,56.21,6930.87,Resolved
422,340,Connector,2024-01-22,2024-01-23 16:04:48,40.08,13004.38,Resolved
423,341,Software,2025-06-01,2025-06-02 10:33:00,34.55,10673.97,Resolved
424,342,Cooling System,2024-12-23,2024-12-24 01:35:24,25.59,13491.72,Resolved
425,344,Cooling System,2024-03-30,2024-03-31 14:20:24,38.34,13294.93,Resolved
426,345,Hardware,2025-02-10,2025-02-11 00:33:36,24.56,4177.6,Resolved
427,346,Hardware,2025-09-01,2025-09-02 09:49:48,33.83,10283.35,Resolved
428,346,Software,2025-05-14,2025-05-15 19:04:12,43.07,10628.21,Resolved
429,347,Hardware,2024-02-08,2024-02-08 16:54:00,16.9,6533.97,Resolved
430,347,Connector,2024-11-13,2024-11-15 23:46:12,71.77,14435.74,Resolved
431,347,Cooling System,2023-03-17,2023-03-18 22:40:48,46.68,11860.7,Resolved
432,348,Cooling System,2025-05-25,2025-05-26 20:49:12,44.82,1219.21,Resolved
433,348,Software,2025-06-24,2025-06-24 04:31:48,4.53,3982.9,Resolved
434,348,Cooling System,2025-06-01,2025-06-03 13:42:36,61.71,10834.73,Resolved
435,348,Cooling System,2024-03-04,2024-03-04 06:29:24,6.49,9651.9,Resolved
436,350,Connector,2025-12-31,,7.63,1937.02,Open
437,350,Hardware,2025-02-24,2025-02-25 06:34:48,30.58,12558.77,Resolved
438,350,Power Supply,2025-08-14,2025-08-15 04:36:36,28.61,13599.2,Resolved
439,351,Power Supply,2025-01-31,2025-02-01 03:58:12,27.97,9646.23,Resolved
440,351,Software,2025-04-05,2025-04-07 22:32:24,70.54,2050.16,Resolved
441,351,Hardware,2023-06-28,2023-06-29 13:30:36,37.51,10078.82,Resolved
442,351,Connector,2025-04-08,2025-04-09 07:16:12,31.27,14539.4,Resolved
443,352,Connector,2024-01-17,2024-01-18 12:36:36,36.61,2495.74,Resolved
444,352,Cooling System,2024-02-17,2024-02-18 02:16:12,26.27,5918.11,Resolved
445,352,Hardware,2023-09-10,2023-09-12 20:40:48,68.68,10094.3,Resolved
446,352,Connector,2023-02-08,2023-02-09 17:36:36,41.61,14615.5,Resolved
447,353,Power Supply,2024-01-08,2024-01-10 09:46:48,57.78,11375.69,Resolved
448,353,Power Supply,2024-08-24,2024-08-26 02:20:24,50.34,7090.2,Resolved
449,354,Software,2023-04-24,2023-04-26 14:16:48,62.28,10650.75,Resolved
450,354,Connector,2024-10-11,2024-10-12 12:45:36,36.76,8294.46,Resolved
451,355,Connector,2023-07-24,2023-07-26 21:05:24,69.09,3797.36,Resolved
452,356,Power Supply,2023-10-12,2023-10-14 01:01:12,49.02,6822.16,Resolved
453,357,Software,2023-07-27,2023-07-28 06:51:00,30.85,9166.04,Resolved
454,358,Cooling System,2023-03-11,2023-03-11 12:50:24,12.84,9450.3,Resolved
455,359,Connector,2023-07-31,2023-08-02 18:03:36,66.06,14116.08,Resolved
456,360,Hardware,2024-12-09,2024-12-09 09:15:36,9.26,13336.08,Resolved
457,361,Cooling System,2025-05-04,2025-05-04 12:48:36,12.81,11348.68,Resolved
458,361,Connector,2023-06-21,2023-06-23 09:28:48,57.48,10205.38,Resolved
459,361,Cooling System,2023-08-02,2023-08-04 22:56:24,70.94,9253.88,Resolved
460,361,Connector,2025-04-03,2025-04-03 06:42:00,6.7,10706.88,Resolved
461,364,Hardware,2025-06-27,2025-06-29 12:46:12,60.77,3189.95,Resolved
462,365,Software,2024-07-10,2024-07-12 14:53:24,62.89,6177.22,Resolved
463,365,Connector,2023-10-25,2023-10-27 13:37:12,61.62,7164.02,Resolved
464,368,Connector,2023-04-23,2023-04-25 02:38:24,50.64,5277.91,Resolved
465,368,Hardware,2023-11-10,2023-11-10 16:04:12,16.07,9921.76,Resolved
466,368,Power Supply,2025-04-24,2025-04-24 03:36:00,3.6,2304.86,Resolved
467,370,Power Supply,2025-03-16,2025-03-17 12:40:48,36.68,2266.28,Resolved
468,371,Software,2025-09-12,2025-09-13 20:59:24,44.99,1400.99,Resolved
469,371,Hardware,2023-01-30,2023-01-31 17:28:48,41.48,910.02,Resolved
470,373,Connector,2023-04-09,2023-04-10 11:33:36,35.56,14572.71,Resolved
471,374,Cooling System,2023-03-06,2023-03-06 19:09:36,19.16,14914.25,Resolved
472,374,Connector,2023-11-14,2023-11-16 13:11:24,61.19,12257.13,Resolved
473,375,Cooling System,2023-06-24,2023-06-25 16:18:36,40.31,5766.97,Resolved
474,375,Power Supply,2025-08-31,2025-09-02 16:02:24,64.04,5982.45,Resolved
475,376,Hardware,2023-07-26,2023-07-28 08:51:36,56.86,12224.56,Resolved
476,376,Connector,2024-06-05,2024-06-06 05:29:24,29.49,6150.04,Resolved
477,376,Software,2023-08-23,2023-08-23 03:00:36,3.01,13414.84,Resolved
478,377,Cooling System,2023-05-21,2023-05-22 21:43:48,45.73,7887.88,Resolved
479,377,Cooling System,2024-02-15,2024-02-15 12:54:00,12.9,12368.88,Resolved
480,377,Software,2024-02-14,2024-02-15 03:32:24,27.54,13158.75,Resolved
481,377,Power Supply,2024-12-05,2024-12-06 09:50:24,33.84,13998.83,Resolved
482,378,Hardware,2024-01-03,2024-01-05 08:19:12,56.32,9001.57,Resolved
483,378,Cooling System,2025-08-23,2025-08-25 04:13:12,52.22,10412.53,Resolved
484,380,Connector,2024-08-02,2024-08-04 20:42:00,68.7,7140.59,Resolved
485,383,Hardware,2023-01-05,2023-01-06 18:01:48,42.03,3314.98,Resolved
486,387,Software,2025-01-22,2025-01-23 10:04:12,34.07,2245.47,Resolved
487,388,Power Supply,2023-04-22,2023-04-22 21:57:36,21.96,8360.95,Resolved
488,391,Hardware,2025-01-31,2025-02-01 08:18:00,32.3,9010.61,Resolved
489,391,Software,2025-04-14,2025-04-15 03:04:12,27.07,11130.05,Resolved
490,392,Power Supply,2024-09-22,2024-09-22 02:51:00,2.85,1153.39,Resolved
491,392,Hardware,2024-08-30,2024-08-30 22:15:00,22.25,3883.31,Resolved
492,392,Power Supply,2024-08-20,2024-08-20 16:54:36,16.91,4838.38,Resolved
493,392,Power Supply,2023-05-04,2023-05-04 18:38:24,18.64,14370.31,Resolved
494,394,Software,2023-08-17,2023-08-18 16:03:36,40.06,793.69,Resolved
495,394,Connector,2025-01-08,2025-01-09 00:18:00,24.3,14616.97,Resolved
496,395,Connector,2023-12-23,2023-12-24 22:55:48,46.93,2888.51,Resolved
497,396,Software,2025-10-11,2025-10-12 12:00:36,36.01,5290.31,Resolved
498,398,Connector,2023-02-08,2023-02-09 10:34:12,34.57,6914.82,Resolved
499,398,Hardware,2024-12-30,2024-12-31 09:32:24,33.54,505.17,Resolved
500,401,Cooling System,2025-02-19,2025-02-20 11:44:24,35.74,4697.75,Resolved
501,402,Power Supply,2023-09-19,2023-09-19 16:41:24,16.69,8700.48,Resolved
502,402,Software,2023-10-22,2023-10-22 05:06:00,5.1,4909.74,Resolved
503,403,Software,2024-01-16,2024-01-17 15:07:48,39.13,3320.01,Resolved
504,406,Cooling System,2024-09-20,2024-09-21 18:45:00,42.75,9190.47,Resolved
505,407,Connector,2024-11-28,2024-11-30 03:38:24,51.64,1085.87,Resolved
506,408,Software,2025-11-13,2025-11-13 06:12:00,6.2,6343.67,Resolved
507,409,Cooling System,2025-04-21,2025-04-22 08:45:00,32.75,563.38,Resolved
508,409,Hardware,2024-11-26,2024-11-26 09:37:48,9.63,5582.95,Resolved
509,410,Power Supply,2025-08-28,2025-08-29 06:31:12,30.52,11137.04,Resolved
510,410,Cooling System,2024-03-20,2024-03-21 20:59:24,44.99,9411.13,Resolved
511,410,Hardware,2025-05-05,2025-05-06 18:22:48,42.38,2581.71,Resolved
512,413,Connector,2023-11-17,2023-11-19 13:57:36,61.96,12706.07,Resolved
513,413,Cooling System,2024-10-21,2024-10-21 10:33:00,10.55,1296.76,Resolved
514,413,Software,2024-01-12,2024-01-14 21:58:48,69.98,11991.22,Resolved
515,414,Cooling System,2024-04-18,2024-04-18 04:49:48,4.83,13605.5,Resolved
516,415,Cooling System,2024-02-22,2024-02-23 08:22:12,32.37,8223.67,Resolved
517,416,Connector,2023-12-19,2023-12-20 16:25:12,40.42,5407.21,Resolved
518,418,Connector,2025-09-09,2025-09-10 17:37:48,41.63,3136.07,Resolved
519,419,Software,2024-05-17,2024-05-19 22:13:48,70.23,7684.0,Resolved
520,419,Hardware,2025-07-10,2025-07-12 01:50:24,49.84,12139.84,Resolved
521,419,Cooling System,2025-05-15,2025-05-16 13:18:36,37.31,5873.59,Resolved
522,420,Hardware,2025-09-11,2025-09-11 03:54:00,3.9,4078.55,Resolved
523,420,Power Supply,2023-07-05,2023-07-07 16:43:12,64.72,13360.21,Resolved
524,420,Cooling System,2023-01-23,2023-01-23 14:39:00,14.65,8219.75,Resolved
525,423,Hardware,2023-10-18,2023-10-20 15:52:12,63.87,12115.27,Resolved
526,423,Power Supply,2025-03-06,2025-03-06 19:17:24,19.29,13914.54,Resolved
527,424,Power Supply,2023-04-25,2023-04-25 09:29:24,9.49,5070.62,Resolved
528,424,Power Supply,2025-01-26,2025-01-26 19:52:12,19.87,6254.48,Resolved
529,424,Software,2024-05-06,2024-05-08 01:49:12,49.82,10085.97,Resolved
530,425,Power Supply,2025-06-16,2025-06-16 09:22:12,9.37,5894.63,Resolved
531,425,Cooling System,2024-01-27,2024-01-29 14:22:12,62.37,3881.27,Resolved
532,426,Cooling System,2025-05-04,2025-05-05 14:01:48,38.03,8185.6,Resolved
533,426,Software,2025-05-12,2025-05-14 10:30:00,58.5,1350.79,Resolved
534,427,Connector,2024-05-08,2024-05-08 14:20:24,14.34,13083.75,Resolved
535,427,Software,2023-10-27,2023-10-28 18:24:00,42.4,3288.23,Resolved
536,427,Connector,2024-02-07,2024-02-09 17:12:36,65.21,10039.4,Resolved
537,427,Cooling System,2023-09-08,2023-09-09 20:48:00,44.8,11739.84,Resolved
538,431,Hardware,2024-08-06,2024-08-07 11:48:36,35.81,9451.51,Resolved
539,431,Cooling System,2025-01-15,2025-01-16 01:48:36,25.81,14287.75,Resolved
540,432,Connector,2023-07-29,2023-07-29 10:03:36,10.06,3197.67,Resolved
541,432,Hardware,2025-11-16,2025-11-16 02:26:24,2.44,9678.97,Resolved
542,432,Software,2024-08-25,2024-08-25 21:48:36,21.81,5153.33,Resolved
543,434,Software,2024-06-17,2024-06-17 03:52:48,3.88,4754.22,Resolved
544,434,Software,2024-10-23,2024-10-25 13:10:12,61.17,1966.22,Resolved
545,434,Software,2023-08-03,2023-08-03 14:51:00,14.85,1561.09,Resolved
546,435,Connector,2024-09-23,2024-09-24 22:25:48,46.43,6954.09,Resolved
547,436,Connector,2024-08-20,2024-08-22 14:16:12,62.27,10358.91,Resolved
548,438,Power Supply,2024-06-29,2024-06-29 04:59:24,4.99,6841.58,Resolved
549,440,Software,2025-10-10,2025-10-10 13:25:48,13.43,7853.94,Resolved
550,440,Power Supply,2023-01-05,2023-01-05 21:01:12,21.02,10070.9,Resolved
551,441,Connector,2024-06-11,2024-06-13 06:45:36,54.76,4220.9,Resolved
552,442,Hardware,2023-01-09,2023-01-11 13:11:24,61.19,9038.69,Resolved
553,442,Software,2025-07-26,2025-07-28 01:16:48,49.28,11813.94,Resolved
554,442,Connector,2023-02-16,2023-02-18 09:06:36,57.11,11488.87,Resolved
555,444,Cooling System,2024-03-08,2024-03-10 22:24:36,70.41,13940.7,Resolved
556,445,Cooling System,2023-11-09,2023-11-09 11:28:12,11.47,11278.58,Resolved
557,445,Software,2023-02-18,2023-02-20 17:28:48,65.48,5458.69,Resolved
558,448,Hardware,2024-09-26,2024-09-26 05:25:48,5.43,14839.16,Resolved
559,448,Cooling System,2024-05-04,2024-05-06 01:31:48,49.53,13327.92,Resolved
560,450,Software,2024-08-17,2024-08-19 03:02:24,51.04,7236.8,Resolved
561,450,Software,2024-06-20,2024-06-20 22:46:48,22.78,13987.55,Resolved
562,452,Software,2023-08-19,2023-08-19 16:52:48,16.88,11308.59,Resolved
563,452,Hardware,2025-02-24,2025-02-25 01:09:00,25.15,3547.48,Resolved
564,454,Hardware,2023-11-16,2023-11-18 22:46:12,70.77,9115.7,Resolved
565,454,Hardware,2023-10-27,2023-10-27 11:13:12,11.22,11965.72,Resolved
566,455,Connector,2024-06-20,2024-06-20 08:06:36,8.11,11731.18,Resolved
567,456,Hardware,2023-10-15,2023-10-17 02:24:00,50.4,3962.3,Resolved
568,456,Hardware,2024-03-13,2024-03-14 03:49:48,27.83,4502.54,Resolved
569,457,Software,2023-02-25,2023-02-26 22:39:36,46.66,12009.84,Resolved
570,458,Cooling System,2023-09-03,2023-09-03 09:43:12,9.72,9439.89,Resolved
571,458,Software,2023-03-18,2023-03-18 08:06:00,8.1,4075.13,Resolved
572,459,Hardware,2023-08-12,2023-08-14 10:54:36,58.91,8741.02,Resolved
573,459,Power Supply,2025-10-17,2025-10-19 23:09:36,71.16,13380.43,Resolved
574,460,Software,2023-09-18,2023-09-18 21:13:48,21.23,10821.59,Resolved
575,460,Cooling System,2023-04-12,2023-04-14 17:58:12,65.97,3909.99,Resolved
576,460,Power Supply,2025-07-19,2025-07-20 21:32:24,45.54,13895.82,Resolved
577,461,Connector,2024-09-09,2024-09-09 12:55:12,12.92,1810.1,Resolved
578,461,Hardware,2024-10-20,2024-10-22 09:23:24,57.39,9542.16,Resolved
579,461,Software,2024-05-05,2024-05-07 03:49:48,51.83,14796.67,Resolved
580,461,Software,2025-04-23,2025-04-25 20:00:36,68.01,4907.81,Resolved
581,463,Cooling System,2025-02-10,2025-02-10 10:49:12,10.82,5487.94,Resolved
582,463,Connector,2023-10-31,2023-10-31 13:27:00,13.45,12269.42,Resolved
583,463,Power Supply,2023-05-28,2023-05-28 12:33:00,12.55,1731.42,Resolved
584,464,Connector,2023-11-27,2023-11-28 07:20:24,31.34,6304.95,Resolved
585,464,Power Supply,2024-03-22,2024-03-22 06:13:12,6.22,12428.93,Resolved
586,466,Hardware,2024-08-18,2024-08-20 10:25:48,58.43,8838.59,Resolved
587,466,Power Supply,2023-03-26,2023-03-27 16:34:12,40.57,14381.58,Resolved
588,466,Cooling System,2024-03-14,2024-03-16 09:11:24,57.19,14322.45,Resolved
589,467,Hardware,2023-12-24,2023-12-25 01:36:00,25.6,6071.95,Resolved
590,469,Hardware,2024-03-30,2024-04-01 22:59:24,70.99,10086.3,Resolved
591,470,Connector,2024-05-05,2024-05-07 06:28:48,54.48,2564.79,Resolved
592,471,Cooling System,2025-02-06,2025-02-07 16:06:00,40.1,7042.93,Resolved
593,475,Connector,2025-04-30,2025-05-01 15:33:36,39.56,13445.93,Resolved
594,475,Connector,2024-08-02,2024-08-03 23:37:48,47.63,7990.67,Resolved
595,475,Software,2024-05-31,2024-06-01 04:40:48,28.68,8416.45,Resolved
596,475,Hardware,2024-10-22,2024-10-24 22:07:48,70.13,6626.75,Resolved
597,477,Power Supply,2025-09-21,2025-09-23 08:34:12,56.57,2980.32,Resolved
598,477,Cooling System,2023-07-13,2023-07-14 01:03:36,25.06,10152.32,Resolved
599,477,Software,2023-07-18,2023-07-20 00:40:12,48.67,14251.94,Resolved
600,479,Hardware,2025-12-25,2025-12-26 21:13:48,45.23,11300.97,Resolved
601,479,Cooling System,2023-01-07,2023-01-07 09:25:12,9.42,9294.6,Resolved
602,479,Cooling System,2025-11-08,2025-11-08 22:48:36,22.81,6841.35,Resolved
603,481,Power Supply,2025-12-22,2025-12-23 19:51:00,43.85,2928.75,Resolved
604,481,Power Supply,2025-02-22,2025-02-22 04:01:12,4.02,5412.45,Resolved
605,481,Connector,2025-02-17,2025-02-19 21:12:00,69.2,4932.04,Resolved
606,485,Power Supply,2023-02-25,2023-02-27 17:43:12,65.72,8279.78,Resolved
607,486,Connector,2024-01-01,2024-01-02 23:27:36,47.46,851.76,Resolved
608,486,Connector,2024-04-17,2024-04-19 08:25:48,56.43,6468.15,Resolved
609,487,Connector,2024-09-04,2024-09-06 05:00:36,53.01,3379.83,Resolved
610,487,Hardware,2024-01-17,2024-01-17 04:46:12,4.77,1663.64,Resolved
611,487,Software,2023-04-15,2023-04-16 06:40:12,30.67,8848.03,Resolved
612,488,Hardware,2023-04-06,2023-04-06 21:21:00,21.35,5428.46,Resolved
613,488,Cooling System,2025-04-29,2025-05-01 06:45:00,54.75,5888.26,Resolved
614,488,Power Supply,2025-11-14,2025-11-15 21:57:36,45.96,14075.28,Resolved
615,490,Software,2024-03-29,2024-03-31 03:33:00,51.55,8148.15,Resolved
616,491,Power Supply,2024-06-22,2024-06-24 19:34:12,67.57,3834.96,Resolved
617,491,Cooling System,2023-10-14,2023-10-14 11:18:00,11.3,8581.5,Resolved
618,491,Hardware,2023-10-25,2023-10-25 20:03:36,20.06,12421.07,Resolved
619,492,Power Supply,2024-06-17,2024-06-18 11:23:24,35.39,10783.34,Resolved
620,493,Hardware,2023-11-16,2023-11-18 19:43:12,67.72,10833.43,Resolved
621,493,Hardware,2023-03-21,2023-03-21 11:34:48,11.58,3500.72,Resolved
622,493,Power Supply,2025-08-10,2025-08-12 11:45:00,59.75,12631.91,Resolved
623,494,Power Supply,2023-01-15,2023-01-17 19:03:36,67.06,11419.72,Resolved
624,494,Hardware,2024-11-27,2024-11-29 08:43:12,56.72,3662.05,Resolved
625,499,Power Supply,2025-09-24,2025-09-26 10:23:24,58.39,3758.49,Resolved
626,501,Power Supply,2024-05-21,2024-05-23 09:39:00,57.65,12454.24,Resolved
627,502,Cooling System,2024-10-14,2024-10-14 18:10:48,18.18,2377.17,Resolved
628,508,Cooling System,2023-12-07,2023-12-07 15:49:12,15.82,7364.27,Resolved
629,508,Software,2023-08-07,2023-08-09 21:30:00,69.5,3041.09,Resolved
630,509,Power Supply,2024-09-09,2024-09-10 09:14:24,33.24,838.88,Resolved
631,510,Cooling System,2024-02-25,2024-02-26 20:26:24,44.44,11841.22,Resolved
632,512,Cooling System,2025-07-03,2025-07-04 18:50:24,42.84,11564.35,Resolved
633,515,Cooling System,2024-03-27,2024-03-29 12:07:12,60.12,7391.69,Resolved
634,516,Power Supply,2023-02-03,2023-02-03 18:04:12,18.07,2226.11,Resolved
635,516,Cooling System,2023-07-18,2023-07-19 23:22:12,47.37,14340.32,Resolved
636,517,Cooling System,2025-02-14,2025-02-16 02:21:00,50.35,12208.98,Resolved
637,517,Software,2023-10-07,2023-10-08 01:38:24,25.64,3824.23,Resolved
638,518,Hardware,2023-10-25,2023-10-25 05:58:48,5.98,11559.39,Resolved
639,519,Software,2023-02-12,2023-02-14 13:26:24,61.44,9759.82,Resolved
640,519,Software,2023-09-06,2023-09-06 14:55:48,14.93,13152.08,Resolved
641,520,Cooling System,2024-02-18,2024-02-20 17:39:00,65.65,11446.81,Resolved
642,520,Hardware,2025-04-12,2025-04-14 15:41:24,63.69,785.66,Resolved
643,522,Connector,2025-01-23,2025-01-24 04:58:12,28.97,10343.17,Resolved
644,523,Software,2025-12-17,2025-12-17 08:48:00,8.8,5069.81,Resolved
645,524,Cooling System,2025-11-05,2025-11-05 13:48:36,13.81,8014.42,Resolved
646,524,Power Supply,2023-11-04,2023-11-05 13:48:00,37.8,10741.13,Resolved
647,524,Hardware,2024-02-18,2024-02-18 02:02:24,2.04,529.08,Resolved
648,524,Power Supply,2025-10-21,2025-10-23 05:30:00,53.5,9911.51,Resolved
649,526,Cooling System,2025-09-10,2025-09-11 15:13:48,39.23,6857.52,Resolved
650,526,Software,2024-09-26,2024-09-28 15:05:24,63.09,2092.3,Resolved
651,529,Connector,2024-12-07,2024-12-07 12:04:12,12.07,13498.91,Resolved
