subscription_id,customer_id,plan_name,start_date,end_date,monthly_fee,status
1311,11774,Basic,2022-07-11,2024-02-24,199,Expired
1312,4337,Basic,2022-09-05,2023-04-30,199,Expired
1313,1431,Premium,2022-10-16,2024-02-15,499,Expired
1314,11616,Premium,2022-07-13,2023-08-18,499,Expired
1315,16172,Basic,2022-08-27,2023-03-15,199,Expired
1316,5538,Basic,2023-01-04,2024-09-08,199,Expired
1317,16827,Basic,2022-09-24,2023-11-01,199,Expired
1318,7232,Basic,2022-09-16,2023-01-15,199,Expired
1319,19236,Premium,2022-06-22,2024-06-18,499,Expired
1320,2271,Basic,2023-04-05,2025-01-14,199,Expired
1321,5901,Premium,2022-12-25,2024-07-05,499,Expired
1322,3508,Basic,2022-09-08,2023-05-03,199,Expired
1323,16886,Premium,2022-05-30,2023-08-15,499,Expired
1324,18146,Premium,2022-11-01,2024-08-20,499,Cancelled
1325,14160,Fleet,2023-02-06,2025-01-21,999,Expired
1326,14094,Basic,2022-12-01,2024-11-26,199,Expired
1327,13584,Basic,2022-02-14,2022-11-24,199,Cancelled
1328,3172,Basic,2022-11-15,2024-08-14,199,Cancelled
1329,3887,Premium,2022-12-24,2024-03-05,499,Cancelled
1330,10329,Basic,2023-03-05,2024-12-23,199,Expired
1331,18297,Basic,2022-07-10,2024-05-29,199,Expired
1332,4756,Basic,2022-11-25,2023-03-09,199,Expired
1333,18356,Premium,2022-05-17,2023-04-27,499,Cancelled
1334,12506,Basic,2022-07-20,2022-12-17,199,Expired
1335,10245,Fleet,2023-01-13,2023-07-09,999,Expired
1336,9735,Basic,2022-08-16,2023-09-23,199,Expired
1337,7366,Basic,2022-12-12,2023-10-30,199,Expired
1338,12494,Fleet,2023-01-18,2024-05-01,999,Cancelled
1339,16556,Premium,2022-04-03,2023-09-09,499,Expired
1340,5785,Basic,2022-07-09,2023-11-22,199,Expired
1341,17294,Basic,2022-10-03,2023-09-23,199,Expired
1342,13100,Basic,2023-03-24,2024-12-03,199,Expired
1343,9381,Premium,2023-02-16,2023-09-30,499,Expired
1344,12400,Basic,2023-06-03,2024-07-01,199,Expired
1345,14887,Premium,2022-03-23,2023-07-03,499,Expired
1346,12860,Basic,2022-12-03,2024-01-10,199,Expired
1347,14797,Basic,2022-08-19,2023-03-20,199,Expired
1348,5599,Premium,2022-11-14,2024-05-29,499,Expired
1349,9053,Basic,2023-01-01,2023-09-10,199,Expired
1350,15325,Premium,2023-01-15,2023-06-08,499,Expired
1351,8953,Basic,2022-08-14,2024-08-02,199,Expired
1352,5801,Premium,2022-09-30,2023-07-30,499,Expired
1353,6085,Fleet,2022-07-16,2023-03-06,999,Expired
1354,18020,Premium,2022-11-17,2023-12-19,499,Expired
1355,15343,Basic,2022-08-08,2023-11-29,199,Expired
1356,19001,Premium,2022-05-10,2022-10-17,499,Expired
1357,16533,Basic,2022-09-18,2024-06-13,199,Cancelled
1358,7878,Basic,2022-06-24,2024-01-12,199,Expired
1359,2278,Basic,2022-05-07,2023-05-29,199,Expired
1360,6429,Basic,2023-01-03,2024-12-08,199,Expired
1361,8247,Fleet,2022-07-27,2024-07-14,999,Expired
1362,17623,Premium,2022-05-14,2022-12-01,499,Expired
1363,4372,Basic,2022-11-30,2023-03-28,199,Cancelled
1364,6960,Basic,2022-03-22,2023-11-07,199,Expired
1365,9566,Fleet,2022-06-26,2023-05-21,999,Expired
1366,7090,Fleet,2022-06-23,2023-04-14,999,Expired
1367,9902,Basic,2022-12-14,2023-05-23,199,Expired
1368,6830,Premium,2022-05-13,2023-02-28,499,Cancelled
1369,1163,Basic,2022-08-24,2023-01-19,199,Expired
1370,2865,Premium,2022-01-09,2023-08-31,499,Expired
1371,17035,Basic,2023-01-13,2024-01-11,199,Expired
1372,9619,Basic,2022-04-26,2024-02-02,199,Expired
1373,13161,Premium,2023-01-30,2024-05-06,499,Expired
1374,7553,Basic,2022-07-28,2024-05-18,199,Expired
1375,7748,Basic,2023-04-02,2024-12-24,199,Expired
1376,13541,Basic,2022-12-27,2023-07-04,199,Expired
1377,14813,Fleet,2023-02-28,2023-12-29,999,Expired
1378,10203,Premium,2022-12-15,2023-09-05,499,Expired
1379,11061,Basic,2022-07-20,2024-05-16,199,Cancelled
1380,15324,Fleet,2022-12-23,2024-07-07,999,Expired
1381,18452,Premium,2023-04-28,2024-09-24,499,Cancelled
1382,6988,Premium,2022-04-19,2023-07-19,499,Expired
1383,18875,Premium,2022-08-02,2024-07-01,499,Expired
1384,1356,Basic,2023-01-20,2023-04-25,199,Cancelled
1385,13909,Premium,2022-06-14,2023-12-31,499,Cancelled
1386,8817,Premium,2022-08-29,2024-08-13,499,Cancelled
1387,7168,Basic,2023-01-13,2023-07-03,199,Expired
1388,18464,Basic,2022-08-28,2024-08-14,199,Expired
1389,8311,Premium,2023-02-07,2024-06-05,499,Expired
1390,8350,Basic,2022-05-25,2022-12-31,199,Cancelled
1391,16612,Premium,2022-11-21,2024-08-07,499,Expired
1392,12789,Basic,2022-09-12,2024-05-19,199,Expired
1393,9003,Basic,2022-09-23,2024-01-11,199,Expired
1394,3902,Basic,2022-06-01,2023-06-16,199,Expired
1395,10766,Premium,2022-06-26,2024-06-14,499,Expired
1396,5815,Basic,2022-11-23,2024-06-07,199,Cancelled
1397,6221,Premium,2022-02-07,2023-09-14,499,Expired
1398,564,Premium,2022-08-24,2024-07-13,499,Expired
1399,7299,Basic,2023-01-07,2024-03-26,199,Expired
1400,16067,Fleet,2022-12-10,2024-03-15,999,Expired
1401,12592,Premium,2022-07-29,2023-06-22,499,Expired
1402,12390,Fleet,2023-02-10,2023-07-13,999,Expired
1403,13583,Basic,2023-01-23,2024-11-26,199,Expired
1404,2560,Basic,2022-06-19,2022-11-14,199,Expired
1405,7200,Basic,2023-01-03,2024-07-26,199,Expired
1406,11597,Basic,2023-02-13,2024-06-16,199,Expired
1407,827,Basic,2023-03-01,2024-03-03,199,Cancelled
1408,5946,Premium,2022-02-01,2023-12-04,499,Expired
1409,8824,Basic,2022-12-03,2024-01-21,199,Expired
1410,16009,Basic,2022-11-12,2023-11-27,199,Expired
1411,11542,Premium,2023-02-23,2023-12-13,499,Cancelled
1412,14812,Basic,2023-03-13,2024-06-06,199,Expired
1413,291,Basic,2023-02-03,2023-10-25,199,Expired
1414,4769,Basic,2022-04-23,2022-09-08,199,Expired
1415,6673,Basic,2022-07-25,2024-06-15,199,Expired
1416,5655,Basic,2022-07-03,2022-12-21,199,Expired
1417,3927,Fleet,2022-12-10,2024-04-12,999,Expired
1418,11627,Premium,2022-06-27,2023-10-09,499,Cancelled
1419,7223,Basic,2022-12-11,2024-04-11,199,Cancelled
1420,16090,Fleet,2022-09-11,2023-02-13,999,Expired
1421,2899,Basic,2023-01-19,2024-11-07,199,Expired
1422,13617,Basic,2022-10-25,2023-12-18,199,Expired
1423,7584,Basic,2022-09-18,2023-07-04,199,Expired
1424,14458,Premium,2022-11-25,2024-05-31,499,Expired
1425,641,Basic,2022-12-14,2023-10-04,199,Expired
1426,12832,Basic,2022-04-02,2023-11-03,199,Expired
1427,16723,Premium,2022-07-09,2022-12-03,499,Expired
1428,19896,Basic,2022-10-19,2024-01-23,199,Expired
1429,12746,Premium,2022-11-22,2023-07-06,499,Cancelled
1430,483,Basic,2023-01-28,2024-12-09,199,Cancelled
1431,6092,Fleet,2022-12-22,2023-05-22,999,Expired
1432,7291,Premium,2023-01-04,2023-11-10,499,Expired
1433,12953,Premium,2022-12-12,2023-07-01,499,Expired
1434,17595,Basic,2022-10-21,2023-04-05,199,Expired
1435,10129,Basic,2023-05-28,2025-05-17,199,Cancelled
1436,19471,Basic,2023-03-06,2024-01-28,199,Expired
1437,19836,Premium,2022-10-06,2023-03-05,499,Expired
1438,3979,Basic,2023-01-20,2024-10-26,199,Expired
1439,6422,Basic,2023-02-08,2024-12-01,199,Expired
1440,3376,Basic,2022-05-28,2024-05-01,199,Expired
1441,13610,Premium,2022-11-04,2023-12-16,499,Expired
1442,16925,Premium,2022-04-11,2024-01-30,499,Expired
1443,4780,Fleet,2022-09-10,2024-07-09,999,Expired
1444,6933,Basic,2022-07-16,2023-05-21,199,Cancelled
1445,17687,Basic,2023-01-08,2024-10-27,199,Expired
1446,17026,Basic,2022-08-30,2024-08-23,199,Cancelled
1447,2623,Basic,2023-05-02,2024-03-04,199,Cancelled
1448,11929,Premium,2022-05-19,2024-04-26,499,Expired
1449,18086,Premium,2022-11-12,2024-02-06,499,Expired
1450,18731,Premium,2022-04-03,2022-09-28,499,Expired
1451,4581,Premium,2022-03-27,2023-02-11,499,Expired
1452,15096,Premium,2022-07-28,2024-05-09,499,Expired
1453,12316,Basic,2023-05-21,2025-05-01,199,Expired
1454,12472,Basic,2022-12-07,2024-02-22,199,Expired
1455,9203,Premium,2022-03-31,2023-01-29,499,Expired
1456,16205,Basic,2023-03-27,2024-01-26,199,Expired
1457,6464,Premium,2022-10-04,2024-09-08,499,Expired
1458,11711,Premium,2022-08-06,2024-07-16,499,Expired
1459,1154,Basic,2022-06-17,2024-03-22,199,Cancelled
1460,16497,Fleet,2023-06-13,2025-03-18,999,Expired
1461,9927,Premium,2022-07-20,2023-12-31,499,Expired
1462,17966,Basic,2022-12-14,2023-12-31,199,Expired
1463,16970,Premium,2022-12-29,2024-08-27,499,Expired
1464,16829,Basic,2023-05-02,2023-10-18,199,Expired
1465,11904,Premium,2022-09-05,2023-04-01,499,Expired
1466,9202,Premium,2022-09-06,2023-09-10,499,Expired
1467,17671,Basic,2022-08-29,2024-05-13,199,Cancelled
1468,5636,Premium,2022-12-23,2023-10-28,499,Expired
1469,4881,Basic,2023-01-19,2023-12-18,199,Expired
1470,14659,Premium,2023-02-25,2023-06-29,499,Expired
1471,4025,Basic,2022-06-29,2024-01-01,199,Expired
1472,7201,Basic,2022-10-13,2023-05-16,199,Expired
1473,8188,Basic,2023-06-14,2024-07-27,199,Cancelled
1474,4511,Basic,2022-09-13,2023-01-30,199,Cancelled
1475,4073,Basic,2022-12-30,2024-06-02,199,Expired
1476,11025,Basic,2022-12-30,2023-07-26,199,Expired
1477,18865,Fleet,2023-05-04,2025-01-12,999,Expired
1478,17225,Basic,2022-09-10,2023-03-22,199,Expired
1479,19661,Basic,2022-03-24,2023-06-22,199,Expired
1480,17064,Basic,2022-07-15,2023-12-24,199,Cancelled
1481,853,Premium,2022-08-04,2024-01-31,499,Expired
1482,468,Basic,2022-12-10,2023-06-09,199,Expired
1483,6663,Basic,2022-07-15,2024-03-14,199,Expired
1484,12326,Basic,2022-07-21,2024-01-20,199,Expired
1485,16819,Basic,2022-12-18,2024-02-06,199,Expired
1486,10498,Basic,2023-02-13,2024-12-14,199,Expired
1487,16755,Basic,2023-05-10,2025-02-15,199,Expired
1488,19972,Premium,2022-05-09,2023-09-20,499,Expired
1489,11496,Fleet,2022-08-30,2023-07-23,999,Expired
1490,10733,Basic,2022-05-28,2023-02-27,199,Cancelled
1491,737,Basic,2022-02-28,2023-05-30,199,Expired
1492,8137,Premium,2022-02-17,2022-12-17,499,Cancelled
1493,11124,Basic,2022-04-25,2023-09-05,199,Expired
1494,11794,Fleet,2023-02-09,2024-01-18,999,Expired
1495,12091,Premium,2022-10-04,2023-09-01,499,Expired
1496,11508,Basic,2022-09-19,2024-07-29,199,Expired
1497,451,Basic,2023-02-03,2023-08-11,199,Expired
1498,10947,Premium,2022-06-21,2024-02-08,499,Expired
1499,7015,Basic,2022-04-20,2024-02-02,199,Expired
1500,2458,Premium,2023-03-27,2024-08-07,499,Expired
1501,6864,Basic,2022-03-24,2024-02-18,199,Expired
1502,15425,Basic,2022-10-01,2024-01-05,199,Expired
1503,17991,Basic,2022-10-05,2024-01-30,199,Expired
1504,2393,Fleet,2023-03-30,2025-03-24,999,Expired
1505,15781,Basic,2022-06-19,2022-12-26,199,Expired
1506,8723,Basic,2022-02-28,2023-12-26,199,Expired
1507,12093,Basic,2023-02-21,2023-08-12,199,Expired
1508,4837,Fleet,2022-10-24,2023-04-05,999,Expired
1509,1145,Basic,2023-02-09,2024-01-06,199,Expired
1510,14554,Premium,2022-04-12,2023-04-14,499,Expired
1511,19965,Premium,2022-12-11,2024-03-26,499,Expired
1512,5413,Fleet,2023-01-21,2024-06-08,999,Expired
1513,11184,Premium,2022-08-21,2024-08-20,499,Expired
1514,2134,Premium,2022-09-18,2023-03-08,499,Expired
1515,2938,Premium,2022-12-21,2024-05-04,499,Expired
1516,13625,Premium,2022-03-17,2022-07-26,499,Cancelled
1517,13867,Premium,2022-06-23,2023-07-18,499,Expired
1518,12234,Premium,2023-01-12,2023-04-13,499,Expired
1519,42,Premium,2022-06-29,2022-12-16,499,Expired
1520,3283,Premium,2022-06-23,2022-10-25,499,Expired
1521,12690,Premium,2023-04-27,2024-01-27,499,Expired
1522,13307,Basic,2022-08-22,2023-11-11,199,Cancelled
1523,11231,Basic,2023-02-10,2024-06-12,199,Expired
1524,1867,Basic,2023-02-09,2023-10-15,199,Expired
1525,14429,Basic,2022-07-30,2023-02-14,199,Expired
1526,2451,Basic,2022-07-26,2023-09-02,199,Expired
1527,3071,Basic,2022-05-18,2022-09-05,199,Expired
1528,10506,Premium,2022-12-20,2023-12-01,499,Expired
1529,13699,Basic,2023-02-25,2024-07-23,199,Expired
1530,1124,Premium,2022-08-01,2023-10-24,499,Cancelled
1531,2335,Premium,2023-03-04,2024-04-12,499,Expired
1532,19015,Fleet,2023-04-25,2023-08-22,999,Expired
1533,13133,Fleet,2022-09-04,2023-06-04,999,Expired
1534,19002,Basic,2022-09-17,2023-11-27,199,Cancelled
1535,15567,Fleet,2023-05-13,2025-01-11,999,Expired
1536,2409,Basic,2022-03-21,2023-11-02,199,Expired
1537,17818,Premium,2023-03-19,2024-03-15,499,Expired
1538,9459,Premium,2022-10-22,2024-07-07,499,Expired
1539,14218,Basic,2022-10-05,2023-12-02,199,Cancelled
1540,1348,Basic,2022-04-25,2022-10-13,199,Expired
1541,5926,Basic,2022-12-05,2023-10-26,199,Cancelled
1542,8356,Premium,2022-09-17,2022-12-17,499,Expired
1543,5344,Premium,2023-04-20,2023-10-24,499,Expired
1544,9049,Basic,2023-04-11,2024-12-03,199,Cancelled
1545,3888,Premium,2022-04-07,2023-06-12,499,Cancelled
1546,5333,Basic,2023-03-18,2023-10-21,199,Expired
1547,19476,Fleet,2022-11-06,2023-12-19,999,Expired
1548,17695,Fleet,2022-10-09,2024-02-13,999,Expired
1549,19333,Basic,2022-07-14,2024-04-16,199,Expired
1550,36,Basic,2022-06-15,2023-11-28,199,Expired
1551,7480,Basic,2022-08-17,2024-03-21,199,Expired
1552,18391,Premium,2023-02-05,2024-05-02,499,Expired
1553,10205,Basic,2023-01-22,2023-09-09,199,Expired
1554,6602,Basic,2023-01-17,2024-03-12,199,Expired
1555,19738,Basic,2022-07-26,2024-03-18,199,Cancelled
1556,5837,Basic,2022-08-03,2023-05-19,199,Expired
1557,2316,Basic,2022-08-22,2024-06-09,199,Expired
1558,14967,Fleet,2022-07-27,2023-08-25,999,Expired
1559,2700,Basic,2022-07-18,2023-06-17,199,Expired
1560,622,Basic,2022-07-11,2023-01-20,199,Expired
1561,1979,Basic,2022-04-28,2023-02-11,199,Expired
1562,15012,Basic,2022-02-09,2023-10-19,199,Expired
1563,324,Basic,2023-04-28,2023-11-13,199,Expired
1564,8731,Basic,2022-08-11,2023-05-13,199,Cancelled
1565,12741,Basic,2023-02-19,2024-02-09,199,Expired
1566,2309,Premium,2022-07-19,2023-09-24,499,Expired
1567,3487,Fleet,2022-09-03,2023-05-07,999,Expired
1568,13012,Basic,2022-10-07,2023-04-17,199,Expired
1569,5019,Basic,2022-10-02,2024-07-19,199,Expired
1570,10125,Basic,2023-05-27,2024-10-23,199,Expired
1571,1228,Basic,2022-08-24,2023-01-31,199,Expired
1572,4169,Basic,2023-01-26,2024-06-17,199,Expired
1573,7725,Premium,2022-10-20,2023-01-25,499,Expired
1574,8680,Basic,2022-11-05,2024-01-07,199,Expired
1575,19044,Basic,2022-06-08,2023-10-25,199,Expired
1576,13992,Basic,2023-02-18,2024-06-03,199,Expired
1577,19666,Basic,2022-05-03,2023-11-10,199,Expired
1578,16560,Fleet,2022-02-21,2022-08-22,999,Expired
1579,11415,Basic,2023-01-01,2023-06-17,199,Cancelled
1580,14279,Fleet,2022-09-21,2023-05-28,999,Expired
1581,18728,Basic,2022-10-11,2023-01-22,199,Expired
1582,4098,Premium,2023-05-02,2024-11-18,499,Expired
1583,3572,Basic,2023-04-10,2024-10-25,199,Expired
1584,11016,Premium,2022-04-29,2023-05-20,499,Expired
1585,3044,Premium,2022-11-14,2024-06-23,499,Expired
1586,6378,Premium,2022-04-09,2023-05-18,499,Expired
1587,9377,Fleet,2022-07-06,2024-07-01,999,Expired
1588,17317,Premium,2022-07-13,2024-07-01,499,Expired
1589,5353,Basic,2023-02-15,2023-12-21,199,Expired
1590,7663,Premium,2023-05-10,2025-02-23,499,Expired
1591,11944,Premium,2022-10-06,2024-10-03,499,Expired
1592,5991,Fleet,2022-10-18,2024-07-01,999,Expired
1593,6428,Basic,2022-03-31,2023-10-31,199,Expired
1594,10995,Basic,2022-07-18,2023-09-20,199,Expired
1595,18635,Premium,2022-07-10,2023-02-27,499,Expired
1596,4448,Fleet,2022-08-02,2023-06-14,999,Cancelled
1597,1262,Basic,2022-04-19,2022-10-23,199,Expired
1598,13065,Basic,2022-04-29,2022-08-20,199,Expired
1599,5684,Basic,2023-03-16,2023-10-16,199,Expired
1600,17729,Premium,2022-02-04,2022-12-16,499,Expired
1601,5997,Basic,2022-11-19,2024-06-05,199,Expired
1602,15974,Basic,2022-05-29,2024-04-16,199,Expired
1603,13686,Premium,2023-01-27,2024-06-19,499,Expired
1604,14898,Premium,2022-03-01,2023-07-14,499,Expired
1605,8198,Basic,2022-05-22,2023-07-25,199,Expired
1606,2772,Premium,2022-12-19,2023-08-03,499,Expired
1607,6686,Fleet,2022-08-10,2023-10-01,999,Expired
1608,18751,Premium,2023-05-28,2023-10-27,499,Expired
1609,16466,Premium,2022-07-22,2023-10-21,499,Expired
1610,19844,Basic,2022-08-22,2022-12-30,199,Expired
1611,18338,Basic,2022-12-22,2023-06-23,199,Expired
1612,2251,Premium,2023-01-02,2024-08-27,499,Expired
1613,12180,Basic,2022-09-11,2024-02-23,199,Cancelled
1614,12802,Fleet,2023-03-06,2023-10-30,999,Expired
1615,3249,Basic,2022-03-02,2023-09-12,199,Expired
1616,18085,Premium,2023-04-20,2023-12-26,499,Expired
1617,2754,Premium,2023-01-23,2023-05-19,499,Expired
1618,8704,Premium,2022-12-02,2023-05-23,499,Expired
1619,8059,Basic,2022-07-25,2024-02-26,199,Expired
1620,14696,Premium,2023-04-01,2023-08-25,499,Cancelled
1621,8249,Basic,2023-01-13,2023-09-09,199,Expired
1622,8183,Basic,2022-10-06,2023-05-26,199,Cancelled
1623,11984,Fleet,2022-09-21,2023-06-08,999,Expired
1624,4700,Basic,2022-12-23,2023-04-01,199,Cancelled
1625,7925,Basic,2022-06-19,2022-12-30,199,Expired
1626,9076,Basic,2022-09-23,2024-03-19,199,Expired
1627,424,Basic,2022-12-22,2023-07-14,199,Expired
1628,17647,Basic,2022-01-21,2023-08-22,199,Expired
1629,9889,Premium,2023-05-30,2024-09-06,499,Expired
1630,9505,Basic,2023-01-09,2024-10-05,199,Cancelled
1631,16139,Premium,2022-04-22,2022-10-28,499,Cancelled
1632,17062,Premium,2022-06-28,2022-11-01,499,Cancelled
1633,3687,Premium,2022-11-07,2024-05-15,499,Expired
1634,3143,Basic,2022-12-01,2023-11-17,199,Expired
1635,17100,Basic,2022-05-02,2023-05-21,199,Expired
1636,15847,Premium,2022-07-07,2023-10-07,499,Expired
1637,13048,Fleet,2023-05-08,2025-03-16,999,Expired
1638,6434,Basic,2022-12-18,2024-09-12,199,Expired
1639,1714,Basic,2022-09-20,2023-04-28,199,Cancelled
1640,32,Basic,2022-06-29,2023-04-10,199,Expired
1641,11057,Basic,2022-05-08,2023-02-12,199,Expired
1642,14166,Basic,2022-04-16,2023-01-05,199,Expired
1643,1434,Basic,2022-11-01,2023-08-24,199,Cancelled
1644,12898,Premium,2022-05-05,2024-04-08,499,Expired
1645,2253,Premium,2022-12-09,2024-04-24,499,Expired
1646,11938,Basic,2023-02-06,2024-04-07,199,Expired
1647,6441,Basic,2023-01-22,2023-11-25,199,Expired
1648,11120,Basic,2022-10-23,2024-08-20,199,Expired
1649,648,Basic,2022-12-31,2024-07-16,199,Cancelled
1650,7758,Basic,2022-11-17,2024-11-05,199,Cancelled
1651,10447,Premium,2022-09-18,2023-11-12,499,Expired
1652,9862,Basic,2022-06-09,2022-10-20,199,Expired
1653,7804,Basic,2022-06-25,2022-11-05,199,Expired
1654,17766,Basic,2022-09-30,2023-08-17,199,Expired
1655,1322,Basic,2022-05-02,2023-10-12,199,Expired
1656,15149,Premium,2022-10-22,2024-03-01,499,Expired
1657,5150,Basic,2022-11-16,2023-10-26,199,Expired
1658,13021,Premium,2023-02-21,2023-06-01,499,Expired
1659,6815,Basic,2023-04-01,2025-01-30,199,Expired
1660,8613,Basic,2022-12-13,2023-12-01,199,Cancelled
1661,10232,Premium,2022-07-12,2023-10-06,499,Expired
1662,15466,Basic,2022-09-21,2023-01-22,199,Cancelled
1663,3377,Basic,2023-05-05,2024-02-05,199,Expired
1664,13910,Basic,2022-07-23,2023-12-11,199,Cancelled
1665,16072,Fleet,2022-11-09,2024-05-13,999,Expired
1666,4255,Basic,2022-12-26,2024-08-15,199,Expired
1667,2535,Premium,2022-07-12,2023-10-06,499,Expired
1668,9535,Basic,2022-11-22,2024-03-15,199,Expired
1669,9335,Premium,2023-04-11,2024-08-20,499,Expired
1670,1625,Basic,2022-05-18,2023-04-30,199,Expired
1671,1430,Basic,2022-12-16,2023-07-22,199,Expired
1672,3223,Basic,2022-01-27,2023-02-14,199,Expired
1673,7705,Fleet,2022-10-27,2023-03-15,999,Cancelled
1674,218,Basic,2022-03-18,2023-04-20,199,Expired
1675,1863,Basic,2022-08-16,2023-01-22,199,Cancelled
1676,11374,Basic,2022-05-22,2022-09-30,199,Expired
1677,266,Premium,2023-04-17,2023-12-15,499,Cancelled
1678,1397,Premium,2022-04-23,2023-06-18,499,Expired
1679,18792,Basic,2023-02-04,2024-07-25,199,Expired
1680,8690,Basic,2022-12-11,2024-03-24,199,Cancelled
1681,15033,Fleet,2022-05-13,2023-10-02,999,Cancelled
1682,12923,Premium,2022-04-16,2023-06-26,499,Cancelled
1683,8765,Basic,2022-02-22,2024-01-26,199,Expired
1684,2880,Basic,2023-02-23,2024-11-01,199,Expired
1685,19215,Premium,2022-08-11,2024-01-16,499,Expired
1686,8584,Basic,2022-12-24,2024-12-13,199,Expired
1687,17885,Basic,2022-11-23,2023-08-12,199,Expired
1688,13034,Basic,2022-02-20,2024-01-19,199,Expired
1689,2860,Basic,2023-03-25,2024-01-07,199,Cancelled
1690,8362,Premium,2022-12-31,2024-07-03,499,Expired
1691,12397,Premium,2022-12-18,2024-10-03,499,Expired
1692,12841,Basic,2023-01-25,2024-07-06,199,Expired
1693,12808,Basic,2022-10-12,2023-02-24,199,Cancelled
1694,13130,Fleet,2023-05-12,2025-04-06,999,Expired
1695,9689,Basic,2022-11-16,2023-07-06,199,Expired
1696,14863,Fleet,2022-12-19,2024-08-22,999,Cancelled
1697,7094,Basic,2022-06-13,2023-08-25,199,Expired
1698,6927,Premium,2023-03-22,2024-01-28,499,Cancelled
1699,4348,Basic,2022-07-25,2023-08-03,199,Expired
1700,17474,Basic,2022-05-15,2022-11-01,199,Expired
1701,12883,Basic,2022-09-01,2023-12-19,199,Expired
1702,1633,Basic,2022-12-07,2024-06-14,199,Expired
1703,14962,Basic,2022-10-21,2024-01-15,199,Expired
1704,10118,Basic,2022-07-05,2024-01-19,199,Expired
1705,3469,Basic,2022-10-15,2023-04-09,199,Expired
1706,9052,Premium,2022-12-06,2024-06-24,499,Expired
1707,7607,Premium,2022-05-16,2024-03-11,499,Cancelled
1708,8228,Basic,2022-09-18,2022-12-24,199,Expired
1709,17770,Basic,2023-02-12,2024-04-14,199,Expired
1710,9594,Premium,2022-11-04,2023-11-17,499,Expired
1711,6473,Fleet,2022-09-24,2023-08-21,999,Expired
1712,12507,Premium,2023-04-15,2024-10-11,499,Expired
1713,388,Premium,2022-12-20,2023-06-03,499,Expired
1714,3711,Basic,2023-01-25,2023-11-26,199,Expired
1715,15852,Premium,2022-11-06,2023-09-05,499,Expired
1716,5588,Basic,2022-09-20,2023-04-11,199,Cancelled
1717,4259,Basic,2022-05-18,2023-08-24,199,Cancelled
1718,1036,Basic,2023-04-17,2024-05-19,199,Expired
1719,2044,Premium,2022-11-01,2023-06-26,499,Expired
1720,14106,Basic,2022-11-07,2024-04-26,199,Expired
1721,13967,Basic,2022-07-02,2023-02-18,199,Cancelled
1722,19162,Basic,2022-04-23,2023-07-03,199,Expired
1723,2642,Fleet,2022-12-08,2024-10-29,999,Cancelled
1724,5724,Premium,2022-07-31,2024-01-06,499,Expired
1725,16588,Premium,2023-01-17,2023-08-04,499,Expired
1726,13881,Premium,2022-10-18,2023-02-21,499,Expired
1727,1555,Premium,2022-12-04,2024-08-23,499,Expired
1728,1612,Basic,2022-07-03,2023-02-17,199,Expired
1729,18668,Basic,2023-01-07,2023-12-17,199,Expired
1730,1164,Basic,2022-03-17,2023-08-30,199,Expired
1731,15228,Premium,2022-02-02,2024-01-21,499,Expired
1732,13114,Premium,2022-08-19,2024-01-17,499,Expired
1733,14530,Basic,2022-07-22,2023-11-30,199,Expired
1734,2648,Fleet,2022-04-17,2023-11-15,999,Expired
1735,15261,Basic,2022-12-05,2024-08-01,199,Expired
1736,13805,Fleet,2022-12-15,2024-11-13,999,Expired
1737,16456,Basic,2022-08-31,2023-05-21,199,Cancelled
1738,3913,Basic,2022-12-07,2023-10-12,199,Expired
1739,6479,Basic,2022-08-08,2023-12-07,199,Expired
1740,19209,Basic,2023-01-28,2024-10-18,199,Expired
1741,3523,Basic,2022-08-05,2024-04-08,199,Expired
1742,17959,Basic,2022-11-07,2024-04-13,199,Expired
1743,15075,Basic,2023-01-22,2024-12-08,199,Cancelled
1744,8212,Basic,2023-04-09,2024-04-14,199,Cancelled
1745,2004,Premium,2023-02-23,2024-01-19,499,Expired
1746,19358,Basic,2023-01-13,2024-08-14,199,Expired
1747,7452,Basic,2022-10-27,2024-07-06,199,Expired
1748,13275,Premium,2022-07-27,2023-10-06,499,Expired
1749,18,Basic,2023-05-23,2024-04-30,199,Expired
1750,2021,Premium,2022-04-08,2023-01-14,499,Expired
1751,6936,Basic,2022-06-19,2022-12-29,199,Expired
1752,1329,Basic,2022-05-14,2023-01-01,199,Expired
1753,1445,Basic,2022-06-06,2023-03-24,199,Expired
1754,4473,Basic,2022-11-17,2023-12-19,199,Expired
1755,6244,Basic,2023-01-31,2023-11-09,199,Expired
1756,706,Fleet,2022-07-18,2024-06-26,999,Expired
1757,279,Basic,2022-10-24,2023-02-09,199,Expired
1758,18562,Basic,2022-06-16,2023-02-24,199,Expired
1759,8676,Basic,2022-11-10,2023-04-09,199,Cancelled
1760,16600,Premium,2022-03-12,2023-09-06,499,Expired
1761,14324,Basic,2022-11-14,2024-03-08,199,Expired
1762,13366,Basic,2022-09-11,2022-12-26,199,Cancelled
1763,274,Premium,2022-07-06,2023-08-18,499,Cancelled
1764,5145,Premium,2022-12-16,2023-07-28,499,Expired
1765,8617,Basic,2022-06-08,2023-06-06,199,Expired
1766,514,Basic,2022-05-21,2023-11-19,199,Expired
1767,16470,Basic,2022-04-15,2023-07-23,199,Cancelled
1768,5103,Premium,2022-09-08,2024-05-31,499,Expired
1769,5035,Basic,2022-11-27,2023-11-10,199,Expired
