vehicle_id,customer_id,vehicle_model,vehicle_type,battery_capacity_kwh,purchase_year
4443,4244,Tata Punch EV,Hatchback,35.0,2022
4444,4245,Mahindra XUV400,SUV,39.4,2021
4445,4245,Tata Punch EV,Hatchback,35.0,2023
4446,4246,Kia EV6,SUV,77.4,2022
4447,4247,Hyundai Kona Electric,SUV,39.2,2020
4448,4248,Hyundai Kona Electric,SUV,39.2,2020
4449,4249,Hyundai Ioniq 5,SUV,72.6,2024
4450,4250,Mahindra XUV400,SUV,39.4,2023
4451,4251,Hyundai Ioniq 5,SUV,72.6,2022
4452,4252,Mahindra XUV400,SUV,39.4,2023
4453,4253,MG ZS EV,SUV,50.3,2024
4454,4254,Hyundai Ioniq 5,SUV,72.6,2024
4455,4255,Kia EV6,SUV,77.4,2025
4456,4256,MG ZS EV,SUV,50.3,2023
4457,4257,Hyundai Ioniq 5,SUV,72.6,2022
4458,4258,MG ZS EV,SUV,50.3,2024
4459,4259,Kia EV6,SUV,77.4,2024
4460,4260,Tata Punch EV,Hatchback,35.0,2025
4461,4261,Hyundai Kona Electric,SUV,39.2,2021
4462,4261,Mahindra BE 6,SUV,59.0,2022
4463,4262,Hyundai Kona Electric,SUV,39.2,2024
4464,4263,Kia EV6,SUV,77.4,2021
4465,4264,BYD Atto 3,SUV,60.5,2020
4466,4265,Tata Tiago EV,Hatchback,24.0,2021
4467,4266,Tata Punch EV,Hatchback,35.0,2020
4468,4267,Tata Punch EV,Hatchback,35.0,2025
4469,4268,Mahindra XUV400,SUV,39.4,2021
4470,4269,Hyundai Kona Electric,SUV,39.2,2021
4471,4270,Hyundai Ioniq 5,SUV,72.6,2025
4472,4271,Tata Punch EV,Hatchback,35.0,2025
4473,4272,Mahindra XUV400,SUV,39.4,2022
4474,4273,Mahindra BE 6,SUV,59.0,2020
4475,4274,Hyundai Ioniq 5,SUV,72.6,2024
4476,4275,Hyundai Ioniq 5,SUV,72.6,2023
4477,4276,Tata Punch EV,Hatchback,35.0,2022
4478,4277,Tata Punch EV,Hatchback,35.0,2022
4479,4278,Tata Tiago EV,Hatchback,24.0,2025
4480,4279,Mahindra XUV400,SUV,39.4,2022
4481,4280,BYD Atto 3,SUV,60.5,2025
4482,4281,MG ZS EV,SUV,50.3,2024
4483,4282,Kia EV6,SUV,77.4,2024
4484,4283,BYD Atto 3,SUV,60.5,2024
4485,4284,Mahindra XUV400,SUV,39.4,2020
4486,4285,Hyundai Kona Electric,SUV,39.2,2021
4487,4286,MG ZS EV,SUV,50.3,2022
4488,4287,Mahindra XUV400,SUV,39.4,2025
4489,4288,BYD Atto 3,SUV,60.5,2024
4490,4289,Tata Punch EV,Hatchback,35.0,2022
4491,4290,Tata Nexon EV,SUV,30.2,2020
4492,4291,Tata Nexon EV,SUV,30.2,2025
4493,4292,MG ZS EV,SUV,50.3,2025
4494,4293,BYD Atto 3,SUV,60.5,2024
4495,4294,Mahindra XUV400,SUV,39.4,2020
4496,4295,Hyundai Kona Electric,SUV,39.2,2022
4497,4296,BYD Atto 3,SUV,60.5,2021
4498,4297,Tata Punch EV,Hatchback,35.0,2021
4499,4298,Hyundai Ioniq 5,SUV,72.6,2020
4500,4299,Hyundai Kona Electric,SUV,39.2,2025
4501,4300,Hyundai Ioniq 5,SUV,72.6,2021
4502,4301,Tata Tiago EV,Hatchback,24.0,2024
4503,4302,Tata Punch EV,Hatchback,35.0,2022
4504,4303,Tata Nexon EV,SUV,30.2,2022
4505,4304,Kia EV6,SUV,77.4,2025
4506,4305,Hyundai Ioniq 5,SUV,72.6,2020
4507,4305,Hyundai Ioniq 5,SUV,72.6,2021
4508,4306,BYD Atto 3,SUV,60.5,2023
4509,4307,Tata Punch EV,Hatchback,35.0,2022
4510,4308,Hyundai Ioniq 5,SUV,72.6,2021
4511,4309,MG ZS EV,SUV,50.3,2020
4512,4310,Mahindra XUV400,SUV,39.4,2024
4513,4311,Hyundai Kona Electric,SUV,39.2,2023
4514,4312,Kia EV6,SUV,77.4,2024
4515,4313,Mahindra BE 6,SUV,59.0,2020
4516,4314,Mahindra XUV400,SUV,39.4,2025
4517,4315,Hyundai Kona Electric,SUV,39.2,2025
4518,4316,Mahindra XUV400,SUV,39.4,2025
4519,4317,Tata Nexon EV,SUV,30.2,2020
4520,4318,Hyundai Kona Electric,SUV,39.2,2024
4521,4319,MG ZS EV,SUV,50.3,2022
4522,4320,Tata Nexon EV,SUV,30.2,2025
4523,4321,Tata Punch EV,Hatchback,35.0,2024
4524,4322,Kia EV6,SUV,77.4,2021
4525,4323,Hyundai Ioniq 5,SUV,72.6,2025
4526,4324,Tata Nexon EV,SUV,30.2,2021
4527,4325,Kia EV6,SUV,77.4,2024
4528,4326,MG ZS EV,SUV,50.3,2024
4529,4327,Tata Tiago EV,Hatchback,24.0,2023
4530,4328,Tata Tiago EV,Hatchback,24.0,2021
4531,4329,Tata Punch EV,Hatchback,35.0,2020
4532,4330,Tata Punch EV,Hatchback,35.0,2021
4533,4331,Mahindra BE 6,SUV,59.0,2025
4534,4332,MG ZS EV,SUV,50.3,2024
4535,4333,Mahindra XUV400,SUV,39.4,2021
4536,4334,Kia EV6,SUV,77.4,2025
4537,4335,Hyundai Kona Electric,SUV,39.2,2022
4538,4336,BYD Atto 3,SUV,60.5,2024
4539,4337,Tata Punch EV,Hatchback,35.0,2021
4540,4338,Tata Tiago EV,Hatchback,24.0,2020
4541,4339,MG ZS EV,SUV,50.3,2025
4542,4340,Tata Punch EV,Hatchback,35.0,2024
4543,4341,Mahindra BE 6,SUV,59.0,2023
4544,4342,BYD Atto 3,SUV,60.5,2020
4545,4343,Tata Nexon EV,SUV,30.2,2020
4546,4344,Hyundai Kona Electric,SUV,39.2,2022
4547,4345,Tata Nexon EV,SUV,30.2,2022
4548,4346,BYD Atto 3,SUV,60.5,2024
4549,4347,Tata Nexon EV,SUV,30.2,2023
4550,4348,BYD Atto 3,SUV,60.5,2023
4551,4349,Hyundai Kona Electric,SUV,39.2,2022
4552,4350,Tata Punch EV,Hatchback,35.0,2024
4553,4351,Hyundai Ioniq 5,SUV,72.6,2024
4554,4352,Mahindra BE 6,SUV,59.0,2021
4555,4353,Tata Tiago EV,Hatchback,24.0,2021
4556,4354,Tata Tiago EV,Hatchback,24.0,2020
4557,4355,Kia EV6,SUV,77.4,2020
4558,4356,Mahindra BE 6,SUV,59.0,2025
4559,4357,Mahindra XUV400,SUV,39.4,2024
4560,4358,Tata Punch EV,Hatchback,35.0,2025
4561,4359,BYD Atto 3,SUV,60.5,2024
4562,4360,Kia EV6,SUV,77.4,2022
4563,4361,Hyundai Kona Electric,SUV,39.2,2023
4564,4362,Hyundai Ioniq 5,SUV,72.6,2024
4565,4362,BYD Atto 3,SUV,60.5,2025
4566,4363,Tata Tiago EV,Hatchback,24.0,2024
4567,4364,Hyundai Kona Electric,SUV,39.2,2025
4568,4365,BYD Atto 3,SUV,60.5,2022
4569,4366,MG ZS EV,SUV,50.3,2021
4570,4367,Tata Punch EV,Hatchback,35.0,2022
4571,4368,Kia EV6,SUV,77.4,2020
4572,4369,Tata Nexon EV,SUV,30.2,2025
4573,4370,Mahindra BE 6,SUV,59.0,2023
4574,4371,Tata Punch EV,Hatchback,35.0,2025
4575,4372,Tata Tiago EV,Hatchback,24.0,2022
4576,4373,Tata Tiago EV,Hatchback,24.0,2021
4577,4374,Tata Tiago EV,Hatchback,24.0,2021
4578,4375,Tata Tiago EV,Hatchback,24.0,2022
4579,4376,Mahindra XUV400,SUV,39.4,2021
4580,4377,Kia EV6,SUV,77.4,2023
4581,4378,Hyundai Kona Electric,SUV,39.2,2025
4582,4379,Hyundai Kona Electric,SUV,39.2,2023
4583,4380,Mahindra XUV400,SUV,39.4,2025
4584,4381,BYD Atto 3,SUV,60.5,2025
4585,4382,Tata Nexon EV,SUV,30.2,2021
4586,4383,Tata Nexon EV,SUV,30.2,2023
4587,4384,Mahindra XUV400,SUV,39.4,2020
4588,4385,Kia EV6,SUV,77.4,2025
4589,4386,Tata Tiago EV,Hatchback,24.0,2025
4590,4387,MG ZS EV,SUV,50.3,2024
4591,4388,Hyundai Kona Electric,SUV,39.2,2021
4592,4389,Tata Tiago EV,Hatchback,24.0,2023
4593,4390,Tata Nexon EV,SUV,30.2,2023
4594,4391,Mahindra BE 6,SUV,59.0,2024
4595,4392,Hyundai Ioniq 5,SUV,72.6,2022
4596,4393,Hyundai Kona Electric,SUV,39.2,2022
4597,4394,BYD Atto 3,SUV,60.5,2024
4598,4395,Mahindra XUV400,SUV,39.4,2022
4599,4396,MG ZS EV,SUV,50.3,2025
4600,4397,Kia EV6,SUV,77.4,2024
4601,4398,Mahindra XUV400,SUV,39.4,2022
4602,4398,Tata Punch EV,Hatchback,35.0,2022
4603,4399,Mahindra XUV400,SUV,39.4,2021
4604,4400,MG ZS EV,SUV,50.3,2022
4605,4401,Tata Punch EV,Hatchback,35.0,2024
4606,4402,Tata Nexon EV,SUV,30.2,2020
4607,4402,Tata Tiago EV,Hatchback,24.0,2024
4608,4403,Mahindra XUV400,SUV,39.4,2024
4609,4404,BYD Atto 3,SUV,60.5,2025
4610,4405,Tata Tiago EV,Hatchback,24.0,2025
4611,4406,Hyundai Kona Electric,SUV,39.2,2023
4612,4407,Mahindra XUV400,SUV,39.4,2021
4613,4408,MG ZS EV,SUV,50.3,2020
4614,4408,BYD Atto 3,SUV,60.5,2025
4615,4409,Mahindra XUV400,SUV,39.4,2024
4616,4410,Mahindra XUV400,SUV,39.4,2022
4617,4411,Mahindra XUV400,SUV,39.4,2025
4618,4412,Hyundai Ioniq 5,SUV,72.6,2022
4619,4413,Hyundai Ioniq 5,SUV,72.6,2020
4620,4413,Tata Tiago EV,Hatchback,24.0,2022
4621,4414,Mahindra XUV400,SUV,39.4,2020
4622,4415,Kia EV6,SUV,77.4,2025
4623,4416,Mahindra XUV400,SUV,39.4,2020
4624,4417,MG ZS EV,SUV,50.3,2024
4625,4418,Kia EV6,SUV,77.4,2023
4626,4419,BYD Atto 3,SUV,60.5,2022
4627,4420,Tata Nexon EV,SUV,30.2,2022
4628,4421,BYD Atto 3,SUV,60.5,2021
4629,4422,Tata Nexon EV,SUV,30.2,2025
4630,4423,Mahindra BE 6,SUV,59.0,2024
4631,4424,Hyundai Ioniq 5,SUV,72.6,2023
4632,4425,Mahindra XUV400,SUV,39.4,2024
4633,4426,MG ZS EV,SUV,50.3,2024
4634,4427,Mahindra BE 6,SUV,59.0,2020
4635,4428,MG ZS EV,SUV,50.3,2025
4636,4429,Tata Punch EV,Hatchback,35.0,2020
4637,4430,Mahindra XUV400,SUV,39.4,2021
4638,4431,Hyundai Kona Electric,SUV,39.2,2025
4639,4432,Tata Tiago EV,Hatchback,24.0,2023
4640,4433,MG ZS EV,SUV,50.3,2024
4641,4434,MG ZS EV,SUV,50.3,2023
4642,4435,Mahindra XUV400,SUV,39.4,2025
4643,4436,Tata Punch EV,Hatchback,35.0,2020
4644,4437,Hyundai Ioniq 5,SUV,72.6,2022
4645,4438,Kia EV6,SUV,77.4,2024
4646,4439,BYD Atto 3,SUV,60.5,2020
4647,4440,Mahindra XUV400,SUV,39.4,2025
4648,4441,Hyundai Ioniq 5,SUV,72.6,2024
4649,4442,Hyundai Ioniq 5,SUV,72.6,2020
4650,4443,Tata Tiago EV,Hatchback,24.0,2025
4651,4444,BYD Atto 3,SUV,60.5,2025
4652,4445,Tata Nexon EV,SUV,30.2,2025
4653,4446,Mahindra BE 6,SUV,59.0,2025
4654,4447,MG ZS EV,SUV,50.3,2023
4655,4448,Tata Punch EV,Hatchback,35.0,2020
4656,4449,Tata Nexon EV,SUV,30.2,2025
4657,4450,Hyundai Ioniq 5,SUV,72.6,2021
4658,4451,Mahindra BE 6,SUV,59.0,2022
4659,4452,Tata Nexon EV,SUV,30.2,2025
4660,4453,Mahindra BE 6,SUV,59.0,2023
4661,4454,Mahindra BE 6,SUV,59.0,2023
4662,4455,Hyundai Kona Electric,SUV,39.2,2021
4663,4456,Tata Tiago EV,Hatchback,24.0,2021
4664,4457,Mahindra BE 6,SUV,59.0,2024
4665,4458,Hyundai Ioniq 5,SUV,72.6,2022
4666,4459,Hyundai Ioniq 5,SUV,72.6,2024
4667,4460,MG ZS EV,SUV,50.3,2024
4668,4461,MG ZS EV,SUV,50.3,2020
4669,4462,Kia EV6,SUV,77.4,2021
4670,4463,Mahindra XUV400,SUV,39.4,2022
4671,4464,Tata Punch EV,Hatchback,35.0,2023
4672,4465,Hyundai Ioniq 5,SUV,72.6,2023
4673,4466,Mahindra XUV400,SUV,39.4,2025
4674,4467,Hyundai Ioniq 5,SUV,72.6,2024
4675,4468,Mahindra XUV400,SUV,39.4,2021
4676,4469,BYD Atto 3,SUV,60.5,2023
4677,4470,BYD Atto 3,SUV,60.5,2023
4678,4471,Tata Tiago EV,Hatchback,24.0,2021
4679,4472,Kia EV6,SUV,77.4,2021
4680,4473,Mahindra BE 6,SUV,59.0,2025
4681,4474,Hyundai Kona Electric,SUV,39.2,2020
4682,4475,Mahindra XUV400,SUV,39.4,2022
4683,4476,Tata Punch EV,Hatchback,35.0,2023
4684,4477,MG ZS EV,SUV,50.3,2024
4685,4478,MG ZS EV,SUV,50.3,2024
4686,4478,Mahindra XUV400,SUV,39.4,2020
4687,4479,Tata Tiago EV,Hatchback,24.0,2020
4688,4480,Mahindra XUV400,SUV,39.4,2020
4689,4481,Tata Tiago EV,Hatchback,24.0,2021
4690,4482,Hyundai Ioniq 5,SUV,72.6,2022
4691,4483,Tata Nexon EV,SUV,30.2,2020
4692,4484,Mahindra BE 6,SUV,59.0,2021
4693,4485,BYD Atto 3,SUV,60.5,2023
4694,4486,Hyundai Kona Electric,SUV,39.2,2020
4695,4487,Hyundai Kona Electric,SUV,39.2,2021
4696,4488,Tata Punch EV,Hatchback,35.0,2024
4697,4489,BYD Atto 3,SUV,60.5,2022
4698,4490,Tata Nexon EV,SUV,30.2,2023
4699,4491,Hyundai Ioniq 5,SUV,72.6,2024
4700,4492,BYD Atto 3,SUV,60.5,2025
4701,4493,Tata Punch EV,Hatchback,35.0,2022
4702,4494,Hyundai Kona Electric,SUV,39.2,2025
4703,4495,Hyundai Ioniq 5,SUV,72.6,2024
4704,4496,Mahindra BE 6,SUV,59.0,2022
4705,4497,MG ZS EV,SUV,50.3,2025
4706,4498,MG ZS EV,SUV,50.3,2022
4707,4499,Tata Tiago EV,Hatchback,24.0,2020
4708,4500,BYD Atto 3,SUV,60.5,2021
4709,4501,Kia EV6,SUV,77.4,2023
4710,4502,Tata Nexon EV,SUV,30.2,2024
4711,4503,Kia EV6,SUV,77.4,2025
4712,4504,Hyundai Kona Electric,SUV,39.2,2024
4713,4505,Hyundai Ioniq 5,SUV,72.6,2022
4714,4506,Tata Punch EV,Hatchback,35.0,2020
4715,4507,BYD Atto 3,SUV,60.5,2023
4716,4508,Tata Punch EV,Hatchback,35.0,2020
4717,4509,Hyundai Kona Electric,SUV,39.2,2020
4718,4510,Tata Nexon EV,SUV,30.2,2024
4719,4511,BYD Atto 3,SUV,60.5,2021
4720,4512,Hyundai Ioniq 5,SUV,72.6,2024
4721,4513,Kia EV6,SUV,77.4,2024
4722,4513,MG ZS EV,SUV,50.3,2020
4723,4514,Hyundai Ioniq 5,SUV,72.6,2024
4724,4515,BYD Atto 3,SUV,60.5,2020
4725,4516,Mahindra BE 6,SUV,59.0,2024
4726,4517,Mahindra BE 6,SUV,59.0,2025
4727,4518,Tata Nexon EV,SUV,30.2,2022
4728,4519,Tata Tiago EV,Hatchback,24.0,2022
4729,4520,Hyundai Ioniq 5,SUV,72.6,2025
4730,4520,Kia EV6,SUV,77.4,2022
4731,4521,MG ZS EV,SUV,50.3,2021
4732,4522,Mahindra BE 6,SUV,59.0,2020
4733,4523,Hyundai Kona Electric,SUV,39.2,2025
4734,4524,Mahindra BE 6,SUV,59.0,2020
4735,4525,Tata Punch EV,Hatchback,35.0,2023
4736,4526,Hyundai Ioniq 5,SUV,72.6,2024
4737,4527,Kia EV6,SUV,77.4,2021
4738,4528,BYD Atto 3,SUV,60.5,2021
4739,4529,BYD Atto 3,SUV,60.5,2020
4740,4530,MG ZS EV,SUV,50.3,2023
4741,4531,Mahindra XUV400,SUV,39.4,2020
4742,4532,Hyundai Kona Electric,SUV,39.2,2022
4743,4533,Hyundai Ioniq 5,SUV,72.6,2025
4744,4534,Tata Tiago EV,Hatchback,24.0,2025
4745,4535,Tata Nexon EV,SUV,30.2,2024
4746,4536,Tata Nexon EV,SUV,30.2,2022
4747,4537,Kia EV6,SUV,77.4,2020
4748,4538,Mahindra BE 6,SUV,59.0,2024
4749,4539,Tata Tiago EV,Hatchback,24.0,2023
4750,4540,Mahindra BE 6,SUV,59.0,2021
4751,4541,Tata Punch EV,Hatchback,35.0,2024
4752,4542,MG ZS EV,SUV,50.3,2025
4753,4543,Tata Punch EV,Hatchback,35.0,2021
4754,4544,Hyundai Kona Electric,SUV,39.2,2023
4755,4545,MG ZS EV,SUV,50.3,2020
4756,4546,Kia EV6,SUV,77.4,2021
4757,4547,Mahindra BE 6,SUV,59.0,2023
4758,4548,Hyundai Ioniq 5,SUV,72.6,2025
4759,4549,MG ZS EV,SUV,50.3,2024
4760,4550,Mahindra BE 6,SUV,59.0,2023
4761,4551,BYD Atto 3,SUV,60.5,2023
4762,4552,Kia EV6,SUV,77.4,2023
4763,4553,Kia EV6,SUV,77.4,2021
4764,4554,Hyundai Ioniq 5,SUV,72.6,2022
4765,4555,MG ZS EV,SUV,50.3,2025
4766,4556,Tata Tiago EV,Hatchback,24.0,2024
4767,4557,Hyundai Ioniq 5,SUV,72.6,2024
4768,4558,Tata Tiago EV,Hatchback,24.0,2020
4769,4559,Hyundai Ioniq 5,SUV,72.6,2023
4770,4559,Tata Punch EV,Hatchback,35.0,2024
4771,4560,Tata Tiago EV,Hatchback,24.0,2022
4772,4561,Hyundai Ioniq 5,SUV,72.6,2022
4773,4562,Hyundai Ioniq 5,SUV,72.6,2020
4774,4563,Mahindra XUV400,SUV,39.4,2022
4775,4564,Mahindra BE 6,SUV,59.0,2021
4776,4565,Tata Nexon EV,SUV,30.2,2023
4777,4566,Kia EV6,SUV,77.4,2024
4778,4567,Tata Punch EV,Hatchback,35.0,2024
4779,4568,BYD Atto 3,SUV,60.5,2024
4780,4569,Kia EV6,SUV,77.4,2022
4781,4570,Tata Punch EV,Hatchback,35.0,2022
4782,4571,BYD Atto 3,SUV,60.5,2023
4783,4572,Mahindra XUV400,SUV,39.4,2022
4784,4573,BYD Atto 3,SUV,60.5,2021
4785,4574,Kia EV6,SUV,77.4,2024
4786,4574,Kia EV6,SUV,77.4,2023
4787,4575,Tata Punch EV,Hatchback,35.0,2025
4788,4576,Hyundai Ioniq 5,SUV,72.6,2023
4789,4577,Tata Tiago EV,Hatchback,24.0,2020
4790,4578,Mahindra XUV400,SUV,39.4,2022
4791,4579,Hyundai Kona Electric,SUV,39.2,2021
4792,4580,BYD Atto 3,SUV,60.5,2022
4793,4581,MG ZS EV,SUV,50.3,2020
4794,4582,Tata Punch EV,Hatchback,35.0,2022
4795,4583,MG ZS EV,SUV,50.3,2020
4796,4584,BYD Atto 3,SUV,60.5,2022
4797,4585,Tata Nexon EV,SUV,30.2,2020
4798,4586,Tata Nexon EV,SUV,30.2,2024
4799,4587,Tata Punch EV,Hatchback,35.0,2023
4800,4588,Kia EV6,SUV,77.4,2021
4801,4589,Tata Nexon EV,SUV,30.2,2024
4802,4590,Hyundai Ioniq 5,SUV,72.6,2023
4803,4590,Tata Punch EV,Hatchback,35.0,2025
4804,4591,Tata Nexon EV,SUV,30.2,2020
4805,4592,Mahindra XUV400,SUV,39.4,2022
4806,4593,Tata Nexon EV,SUV,30.2,2022
4807,4594,Kia EV6,SUV,77.4,2023
4808,4595,Mahindra XUV400,SUV,39.4,2024
4809,4596,BYD Atto 3,SUV,60.5,2022
4810,4597,Mahindra BE 6,SUV,59.0,2020
4811,4598,Hyundai Kona Electric,SUV,39.2,2021
4812,4599,MG ZS EV,SUV,50.3,2021
4813,4600,Tata Nexon EV,SUV,30.2,2021
4814,4601,Mahindra XUV400,SUV,39.4,2025
4815,4602,Tata Nexon EV,SUV,30.2,2021
4816,4603,Mahindra XUV400,SUV,39.4,2024
4817,4604,Mahindra BE 6,SUV,59.0,2020
4818,4605,BYD Atto 3,SUV,60.5,2023
4819,4606,Mahindra XUV400,SUV,39.4,2020
4820,4607,Tata Nexon EV,SUV,30.2,2020
4821,4608,BYD Atto 3,SUV,60.5,2021
4822,4609,Mahindra BE 6,SUV,59.0,2025
4823,4610,Tata Punch EV,Hatchback,35.0,2020
4824,4611,BYD Atto 3,SUV,60.5,2025
4825,4612,Mahindra BE 6,SUV,59.0,2020
4826,4613,Mahindra BE 6,SUV,59.0,2022
4827,4614,Mahindra BE 6,SUV,59.0,2021
4828,4615,Tata Punch EV,Hatchback,35.0,2025
4829,4616,Tata Tiago EV,Hatchback,24.0,2023
4830,4617,Tata Punch EV,Hatchback,35.0,2025
4831,4618,Tata Tiago EV,Hatchback,24.0,2021
4832,4619,BYD Atto 3,SUV,60.5,2022
4833,4620,Tata Punch EV,Hatchback,35.0,2021
4834,4620,Tata Punch EV,Hatchback,35.0,2021
4835,4621,Mahindra XUV400,SUV,39.4,2022
4836,4622,Tata Tiago EV,Hatchback,24.0,2025
4837,4622,BYD Atto 3,SUV,60.5,2020
4838,4623,Hyundai Ioniq 5,SUV,72.6,2023
4839,4624,Hyundai Ioniq 5,SUV,72.6,2024
4840,4625,Hyundai Kona Electric,SUV,39.2,2025
4841,4626,Mahindra BE 6,SUV,59.0,2021
4842,4627,Hyundai Kona Electric,SUV,39.2,2023
4843,4628,Hyundai Ioniq 5,SUV,72.6,2020
4844,4629,Mahindra BE 6,SUV,59.0,2021
4845,4630,Mahindra XUV400,SUV,39.4,2021
4846,4631,BYD Atto 3,SUV,60.5,2020
4847,4631,Hyundai Ioniq 5,SUV,72.6,2024
4848,4632,Kia EV6,SUV,77.4,2021
4849,4633,BYD Atto 3,SUV,60.5,2025
4850,4634,Kia EV6,SUV,77.4,2020
4851,4635,Hyundai Ioniq 5,SUV,72.6,2023
4852,4636,BYD Atto 3,SUV,60.5,2025
4853,4637,Tata Punch EV,Hatchback,35.0,2020
4854,4638,Kia EV6,SUV,77.4,2022
4855,4639,Hyundai Ioniq 5,SUV,72.6,2024
4856,4640,Tata Punch EV,Hatchback,35.0,2025
4857,4641,Hyundai Kona Electric,SUV,39.2,2020
4858,4642,MG ZS EV,SUV,50.3,2025
4859,4643,Tata Nexon EV,SUV,30.2,2020
4860,4644,MG ZS EV,SUV,50.3,2021
4861,4645,Tata Nexon EV,SUV,30.2,2021
4862,4646,BYD Atto 3,SUV,60.5,2024
4863,4647,Mahindra BE 6,SUV,59.0,2020
4864,4648,MG ZS EV,SUV,50.3,2023
4865,4649,Tata Tiago EV,Hatchback,24.0,2025
4866,4650,Hyundai Ioniq 5,SUV,72.6,2025
4867,4651,MG ZS EV,SUV,50.3,2025
4868,4652,Mahindra BE 6,SUV,59.0,2022
4869,4653,Hyundai Ioniq 5,SUV,72.6,2023
4870,4654,Tata Punch EV,Hatchback,35.0,2025
4871,4654,Hyundai Kona Electric,SUV,39.2,2025
4872,4655,Tata Nexon EV,SUV,30.2,2023
4873,4656,Hyundai Ioniq 5,SUV,72.6,2025
4874,4657,Tata Tiago EV,Hatchback,24.0,2022
4875,4658,Hyundai Kona Electric,SUV,39.2,2021
4876,4659,Tata Tiago EV,Hatchback,24.0,2022
4877,4660,Mahindra BE 6,SUV,59.0,2020
4878,4661,Tata Punch EV,Hatchback,35.0,2025
4879,4662,Mahindra XUV400,SUV,39.4,2023
4880,4663,Kia EV6,SUV,77.4,2022
4881,4664,Tata Punch EV,Hatchback,35.0,2020
4882,4665,BYD Atto 3,SUV,60.5,2023
4883,4666,Kia EV6,SUV,77.4,2023
4884,4667,MG ZS EV,SUV,50.3,2020
4885,4668,Tata Nexon EV,SUV,30.2,2025
4886,4669,Mahindra XUV400,SUV,39.4,2025
4887,4670,Tata Tiago EV,Hatchback,24.0,2020
4888,4671,Mahindra BE 6,SUV,59.0,2025
4889,4672,Tata Tiago EV,Hatchback,24.0,2023
4890,4673,Hyundai Kona Electric,SUV,39.2,2022
4891,4674,Tata Tiago EV,Hatchback,24.0,2020
4892,4675,Hyundai Ioniq 5,SUV,72.6,2020
4893,4676,Tata Punch EV,Hatchback,35.0,2025
4894,4677,Kia EV6,SUV,77.4,2022
4895,4678,MG ZS EV,SUV,50.3,2021
4896,4679,Tata Punch EV,Hatchback,35.0,2021
4897,4680,Tata Tiago EV,Hatchback,24.0,2023
4898,4681,MG ZS EV,SUV,50.3,2021
4899,4682,Mahindra BE 6,SUV,59.0,2025
4900,4683,Mahindra BE 6,SUV,59.0,2021
4901,4684,Tata Nexon EV,SUV,30.2,2024
4902,4685,Mahindra XUV400,SUV,39.4,2021
4903,4686,Tata Nexon EV,SUV,30.2,2025
4904,4687,MG ZS EV,SUV,50.3,2025
4905,4688,Tata Tiago EV,Hatchback,24.0,2021
4906,4688,Tata Tiago EV,Hatchback,24.0,2024
4907,4689,Tata Punch EV,Hatchback,35.0,2025
4908,4690,Hyundai Ioniq 5,SUV,72.6,2022
4909,4690,MG ZS EV,SUV,50.3,2023
4910,4691,Tata Nexon EV,SUV,30.2,2024
4911,4692,Hyundai Kona Electric,SUV,39.2,2022
4912,4693,Hyundai Kona Electric,SUV,39.2,2025
4913,4694,Mahindra BE 6,SUV,59.0,2024
4914,4695,Hyundai Kona Electric,SUV,39.2,2021
4915,4696,Tata Tiago EV,Hatchback,24.0,2025
4916,4697,MG ZS EV,SUV,50.3,2020
4917,4698,Tata Punch EV,Hatchback,35.0,2022
4918,4699,Kia EV6,SUV,77.4,2022
4919,4700,Tata Nexon EV,SUV,30.2,2023
4920,4701,Mahindra XUV400,SUV,39.4,2022
4921,4702,Mahindra BE 6,SUV,59.0,2021
4922,4703,Tata Tiago EV,Hatchback,24.0,2021
4923,4704,Kia EV6,SUV,77.4,2025
4924,4705,Hyundai Ioniq 5,SUV,72.6,2020
4925,4706,Hyundai Kona Electric,SUV,39.2,2022
4926,4707,Tata Tiago EV,Hatchback,24.0,2022
4927,4708,Hyundai Kona Electric,SUV,39.2,2024
4928,4709,BYD Atto 3,SUV,60.5,2025
4929,4710,Hyundai Kona Electric,SUV,39.2,2021
4930,4711,Mahindra XUV400,SUV,39.4,2021
4931,4712,Tata Tiago EV,Hatchback,24.0,2022
4932,4713,Tata Nexon EV,SUV,30.2,2024
4933,4714,Hyundai Kona Electric,SUV,39.2,2020
4934,4715,Mahindra XUV400,SUV,39.4,2022
4935,4716,Tata Tiago EV,Hatchback,24.0,2021
4936,4717,Mahindra BE 6,SUV,59.0,2022
4937,4718,Kia EV6,SUV,77.4,2020
4938,4719,MG ZS EV,SUV,50.3,2023
4939,4720,MG ZS EV,SUV,50.3,2023
4940,4721,MG ZS EV,SUV,50.3,2022
4941,4722,Mahindra XUV400,SUV,39.4,2024
4942,4723,Hyundai Ioniq 5,SUV,72.6,2020
4943,4724,Mahindra BE 6,SUV,59.0,2024
4944,4725,Mahindra XUV400,SUV,39.4,2025
4945,4726,Hyundai Ioniq 5,SUV,72.6,2022
4946,4727,Tata Nexon EV,SUV,30.2,2025
4947,4728,Kia EV6,SUV,77.4,2022
4948,4729,Hyundai Ioniq 5,SUV,72.6,2021
4949,4730,Tata Punch EV,Hatchback,35.0,2021
4950,4731,Hyundai Kona Electric,SUV,39.2,2021
4951,4732,Hyundai Kona Electric,SUV,39.2,2023
4952,4733,BYD Atto 3,SUV,60.5,2020
4953,4734,Hyundai Kona Electric,SUV,39.2,2021
